model,llik,aicc,delta_aicc
OUMVA,26.9673029857548,-31.5443620690706,0
OUMA,23.8605009384603,-31.1163507141299,0
OUMVA,21.7895160961186,-21.1887882897981,0
OUMVA,27.8701282863008,-33.3500126701625,0
OUMVA,31.3966030321175,-40.402962161796,0
OUMVA,29.2016226774493,-36.0130014524597,0
OUMA,22.9999206481034,-29.3951901334161,0
OUMVA,31.1418777283915,-39.8935115543439,0
BMS,21.2673414309221,-33.665117644453,0.060616400087099
OUMVA,28.2242020222238,-34.0581601420087,0
OUMVA,30.8450062756649,-39.2997686488908,0
BMS,21.0144682808915,-33.1593713443916,0.700825396865895
OUMA,25.2605396806095,-33.9164281984282,0
BMS,20.811606816852,-32.7536484163127,0
OUMVA,22.0265088086634,-21.6627737148877,0
OUMA,27.3441690130761,-38.0836868633615,0.369730824679699
OUMA,25.4158476171743,-34.227044071558,1.2817800383711
OUMVA,28.199686659999,-34.0091294175589,0
OUMVA,27.7333444091355,-33.076444915832,0
OUMVA,29.6257749681469,-36.8613060338548,0
BMS,17.3564909660034,-25.8434167146156,0
OUMVA,28.4780611220879,-34.5658783417368,0
BM1,19.7944760402384,-35.3389520804768,1.9866024366239
BMS,19.1571731155866,-29.4447810137819,1.5794458797249
OUMA,19.4060416232647,-22.2074320837387,0
OUMA,19.5760764592967,-22.5475017558027,0
BMS,21.9203848141297,-34.9712044108681,0
OUMVA,26.9359977957023,-31.4817516889656,0
BMS,17.047681940645,-25.2257986638988,0
OUMA,27.3173722936657,-38.0300934245407,0
OUMVA,25.0258541706714,-27.6614644389037,0
OUMVA,27.5435436038549,-32.6968433052707,0
OUMA,11698243904908785664,-23396487809817571328,0
OUMVA,25.2649043197837,-28.1395647371284,0
OUMVA,28.5121935569198,-34.6341432114005,0
OUMVA,28.8375172348788,-35.2847905673185,0
BMS,17.501879714503,-26.1341942116146,0.9035219934892
OUMVA,28.8929055995594,-35.3955672966798,0
OUMA,27.219657174708,-37.8346631866253,1.2613896643527
OU1,17.2293757311799,-27.9481131644875,0.519377977679103
OUMVA,30.9444556730539,-39.4986674436689,0
OUMA,21.7450940067296,-26.8855368506684,1.778071204362
OUMVA,27.0377339006845,-31.68522389893,0
OUMA,24.9680083044839,-33.3313654461772,0
BMS,21.9768887784877,-35.0842123395841,0
BMS,22.939066040355,-37.0085668633187,0
OUMVA,31.9622827944414,-41.5343216864438,0
OUMA,24.0461351433,-31.4876191238092,0.851116636799997
BMS,21.8923277800786,-34.9150903427659,0
OUMA,26.4194968763683,-36.234342589946,1.8872347209781
BMS,21.8120892133873,-34.7546132093834,1.4642449107324
OUMVA,28.5928924824066,-34.7955410623741,0
OUMA,28.9146741279731,-41.2246970931555,0
OUMA,29.9702820016813,-43.3359128405719,0
OUMA,26.0529360460174,-35.501220929244,1.6282727166608
OUMVA,29.6980380443039,-37.0058321861687,0
BMS,20.1095581015552,-31.3495509857191,0
OUMA,22.9570384292708,-29.3094256957509,1.4444820298102
OUMA,25.6017121234641,-34.5987730841375,1.7911744804673
OUMVA,26.1197355747338,-29.8492272470286,0
OUMV,24.3471979576498,-32.0897447525089,1.6521961563234
OUMVA,28.9378595987867,-35.4854752951343,0
BMS,23.4193480589246,-37.969130900458,0
OUMVA,27.2916385104564,-32.1930331184737,0
OUMA,23.8488108420316,-31.0929705212725,0
OUMA,24.1537490328594,-31.7028469029281,0
OUMVA,27.8234918447252,-33.2567397870114,0
OUMVA,31.9894598036684,-41.5886757048979,0
OUMVA,24.6590907033331,-26.9279375042273,0
OUMVA,29.0759655442808,-35.7616871861225,0
OUMVA,27.4122375434013,-32.4342311843635,0
BMS,14.5195087017717,-20.1694521861521,0.9974460374501
OUMA,28.0244213121476,-39.4441914615045,0
OUMA,22.9982471351395,-29.3918431074883,1.4525275544064
OUMA,26.7739361379836,-36.9432211131764,0
OUMA,24.6609518481848,-32.7172525335788,0
BMS,20.9203207062878,-32.9710761951844,0
OUMA,22.647786287589,-28.6909214123873,0.321397102382299
OUMA,3117.18185308981,-6217.75905501683,0
BMS,19.0125925186069,-29.1556198198225,0
BMS,17.0959767321002,-25.3223882468091,0
OUMVA,28.0990232678676,-33.8078026332962,0
OUMA,25.4593901572123,-34.314129151634,1.2372665707244
OUMA,18.7541219596155,-20.9035927564403,0.900657950316898
OUMA,27.5460490789868,-38.4874469951829,0
OUMA,205.167614133565,-393.73057710434,0
OUMA,25.375703798303,-34.1467564338153,0.599869446454498
OUMV,24.6750562910915,-32.7454614193924,1.2631380424996
OUMVA,31.8480169853919,-41.3057900683448,0
OUMA,25.6753547699249,-34.746058377059,1.7365005973921
OUMVA,26.9747599212371,-31.5592759400351,0
OUMVA,31.0674150101311,-39.7445861178232,0
OUMVA,30.1129118155759,-37.8355797287128,0
OUMV,25.8244156397083,-35.0441801166258,0
OUMVA,30.0882723232645,-37.78630074409,0
OU1,19.5107782344892,-32.5109181711061,1.258137580151
OUMVA,27.309994564594,-32.2297452267489,0
OUMVA,29.4078877148002,-36.4255315271615,0
OUMVA,25.4817713939274,-28.5732988854158,0
OUMA,22.291592998314,-27.9785348338373,1.7680686966465
