intercept,iter_predictorother,t_value,X.Intercept.,iter_predictorother.1,r2,shapiro_w,shapiro_p
0.132580339738101,-0.298798864262414,-1.70250339385876,0.756047297998751,0.0952670686032342,-0.217617311899312,0.979466195956638,0.543087228337583
0.178669027887615,-0.297788666821925,-1.63756005724553,0.688600892995194,0.10819243520391,-0.253542224614177,0.978858666371006,0.518387236014992
0.117131028212111,-0.299257308629372,-1.63411778065454,0.792477414868311,0.108915725323594,-0.215632542303048,0.980161283797109,0.572039364698663
0.113941358107741,-0.299207403804161,-1.64678102846794,0.796443836283304,0.106274244963237,-0.227793961290639,0.98264676888926,0.679641052949069
-0.681464078086525,0.45219605553271,1.60637440980032,0.00901749383887347,0.114890289069235,0.0605033126673825,0.974723086778423,0.369016825281616
0.120923470912085,-0.299017972829456,-1.62582615422743,0.78682421837744,0.110674171915604,-0.209556879248471,0.97933049437261,0.537518386565022
0.125967453792277,-0.305035131794647,-1.6504295219354,0.778197368666143,0.105522991953498,-0.188180186566697,0.980156422230835,0.571834541496285
0.121129584210855,-0.299004965304961,-1.63002077284795,0.785908852407717,0.109781727089813,-0.211831641381343,0.97911200458301,0.528613688135182
0.117787989052458,-0.297315997325608,-1.61116738961878,0.792408117079866,0.113839497574256,-0.197590872690239,0.97945019799599,0.542429222301796
0.0998724210014073,-0.302061379712727,-1.64563651831474,0.823479107403551,0.106510808293665,-0.21342045199507,0.98172252537071,0.639140937381822
0.117320639351432,-0.295793197649343,-1.60019300025238,0.793113761362057,0.116257086730437,-0.207489285094686,0.980027865653583,0.566429627960593
0.120387501727397,-0.299051797101508,-1.62571131744849,0.787776871655191,0.110698687444792,-0.214318057318433,0.979236433279669,0.533675422444825
0.106094696622595,-0.332224505643823,-1.86836468462757,0.805252173962143,0.0679517010195454,-0.213320840226831,0.981456924852808,0.627573191184622
0.0766535975031819,-0.305501054405192,-1.68124441553239,0.862678818677224,0.099349997185537,-0.206099125574223,0.983273935683733,0.707159316773543
0.119463189693779,-0.29911012915225,-1.62722903609287,0.789206892919876,0.110375039655469,-0.212099957960911,0.979072856670713,0.527026402448886
-0.809037020162018,0.630228218901286,2.35774048247226,0.00117757580299025,0.0226006054768787,0.116182248889523,0.966247105319997,0.170947809514259
0.106109722732255,-0.299952847935362,-1.63989422412791,0.811537756714126,0.107704216680754,-0.205958608946172,0.979797378920171,0.556795707419472
0.0741511644922735,-0.300079547346552,-1.64624701523203,0.867881488333204,0.106384568714938,-0.203814838665638,0.983390171109765,0.712246413801456
0.109919328631761,-0.29172807164422,-1.58833990093522,0.805244139873653,0.118914847291283,-0.209633751661457,0.979159201788719,0.530530690907636
0.122934337918855,-0.298891069801032,-1.62908942624093,0.782856378115186,0.109979371265196,-0.210697867308711,0.979461333297083,0.542887182335982
-0.179411207614863,0.0429713284220955,0.2051637161776,0.674984978848678,0.838330202648063,-0.0491534225690256,0.97724445360129,0.45595756409228
0.11946216587502,-0.298622763456084,-1.61802369846245,0.78955719236878,0.112349943070752,-0.197594305899729,0.97932559813369,0.537317997949951
0.106268924050131,-0.29994280096098,-1.63302799161702,0.812420575930005,0.109145532445508,-0.213373782583548,0.980877485406237,0.602525623345562
0.198476030523246,-0.38892826673368,-1.90632465642888,0.659407065293842,0.0627328993779951,-0.259625912539678,0.979299621690689,0.536255494928918
0.0895492452329605,-0.299742043668812,-1.6450572451205,0.840172121776924,0.106630704666038,-0.201957632656432,0.980927479174326,0.604674757201323
0.0959056981951499,-0.269270669743106,-1.38049805159211,0.831008910038194,0.173963868576157,-0.203220356874781,0.979893746151225,0.560814659936552
0.171808804917752,-0.29793903299557,-1.62274162404197,0.70988188593476,0.111334200661077,-0.251362559839765,0.979080293042718,0.527327721732299
0.109133295042635,-0.299312789598313,-1.68529281588574,0.800456388837922,0.0985615516640867,-0.205494675110643,0.979191801764563,0.531856924970237
0.14997004437036,-0.331921236355547,-1.63630412299635,0.740889447261888,0.10845587581131,-0.218329671992904,0.979454273138674,0.542596797919809
0.121602833634911,-0.298975099190078,-1.6251089663774,0.786330390290757,0.110827350764374,-0.21994105329986,0.980290962318581,0.577514087883473
0.102095528716185,-0.299467047265762,-1.65065508732717,0.817030076793454,0.105476689387127,-0.228118587989218,0.9823089995174,0.664812295181667
0.12639592715763,-0.298934417648951,-1.6470651070255,0.77454500288697,0.106215594291894,-0.225401857794156,0.980467797500441,0.585013419677483
0.108643556833797,-0.317261344582071,-1.73586247819729,0.8059867410635,0.0891405671346345,-0.224020226131415,0.98341692149033,0.713416228043659
0.144665770375913,-0.298533969087747,-1.64715903683117,0.742976078984295,0.106196207434316,-0.227582762419358,0.979095804231998,0.527956524178073
0.126549745164353,-0.309757127759023,-1.66667206966133,0.777041156727433,0.102231132232954,-0.213279429696059,0.979067634074897,0.526814839375718
0.104628706152456,-0.283574436712385,-1.55980975188343,0.812439475761894,0.125513781078721,-0.182681656388415,0.97873146683478,0.513293782973676
0.125222915721517,-0.304462626486816,-1.52205727508808,0.782504732194256,0.134694980082059,-0.232315380375917,0.980285225970166,0.577271461267621
0.134014297201507,-0.298767433987059,-1.6309596272279,0.763767986272346,0.109582782999673,-0.227162110483994,0.979916035154174,0.561746076071425
0.139954009748033,-0.297816981912026,-1.68706436333622,0.744439895891769,0.0982181597973803,-0.22267583893841,0.978889049297652,0.51960797947855
0.117573754760377,-0.297283751478679,-1.61277619975752,0.792722195706137,0.113488544975438,-0.209143848130819,0.979103252186306,0.528258595224687
0.113027015247212,-0.299516307196621,-1.63291732297421,0.799975668446745,0.109168891596751,-0.227922781925772,0.982899047075599,0.690719021364051
0.133595285436666,-0.33275990791993,-1.82561831362692,0.760911187008268,0.0742651613666274,-0.241687831170236,0.983530279030355,0.718369077270812
0.118630960297098,-0.297373960902337,-1.60835849487038,0.790907168041674,0.114454355651226,-0.208219138468331,0.979904707942164,0.561272646174328
0.118676257283476,-0.299103621656732,-1.62634924424252,0.790701840854202,0.110562557848283,-0.219496922700462,0.980468668749455,0.585050461404451
0.114733526412818,-0.299190040619693,-1.63336701001145,0.796699843981558,0.10907400023851,-0.218893714034509,0.980723849215344,0.595937038677821
0.147848260250262,-0.327040983466068,-1.86158941860882,0.728696225227424,0.0689209311444384,-0.192137498276195,0.984075990560843,0.742082189190945
0.136420236758173,-0.298714699268851,-1.62878027999885,0.760185343401806,0.11004504033715,-0.228439024019031,0.979765948289123,0.55548777157093
0.0996987974884172,-0.300357432537382,-1.67457236075372,0.819199858175217,0.10066074079396,-0.23244669751214,0.976091292035939,0.41452439126414
