intercept,iter_predictorother,t_value,X.Intercept.,iter_predictorother.1,r2,shapiro_w,shapiro_p
6.01216239162765,-0.284120421677228,-1.6899765396124,1.99794110482978e-19,0.0975180269641954,0.0858573492188308,0.906753269177423,0.000809126457919366
5.94321280153372,-0.285781637120261,-1.6295144241704,2.21980651557489e-18,0.109750232645761,0.0714443015720292,0.913787096794259,0.00141633434016936
6.02387976303329,-0.283965324830136,-1.58788194480617,2.06135887534975e-18,0.118879264231518,0.0825837211701635,0.903815419313875,0.000643751384044042
6.02782354071013,-0.283743094666639,-1.57976091377395,2.37969639105772e-18,0.120729700081879,0.0814239570835967,0.90727013804825,0.000842600791649221
6.03543918141756,-0.291125217070188,-1.59080108221992,2.67197423794889e-18,0.118219746435027,0.0884656550484075,0.909809836108214,0.0010297370305333
6.0222658872882,-0.284074371019719,-1.59178682372352,1.92505914898045e-18,0.117997708519809,0.0959159164580854,0.912932997559632,0.0013219795602865
6.0378435504561,-0.290593082036997,-1.60511370326173,2.52092704059568e-18,0.115028832485194,0.0891396921855109,0.908776066256521,0.000948747057389709
6.03868037122502,-0.295925269012615,-1.64531059132537,1.95890671299113e-18,0.106439563437157,0.089161826237698,0.913303102891176,0.00136202382848465
6.02497139094195,-0.283891565828578,-1.59329655755525,1.77419382775901e-18,0.117658295831383,0.0816726198553029,0.905850412104273,0.000753982499468541
6.02817672572393,-0.284854965426857,-1.5808570326234,2.46700726208151e-18,0.120478592229434,0.085769159174839,0.911525237180736,0.00118066997378742
6.01493303987954,-0.28583052191764,-1.59139397612144,2.9001337717995e-18,0.118086156823171,0.0933194864139213,0.913813754973043,0.00141939145817505
6.03336664192385,-0.291761448156252,-1.61881510672759,2.19640968399073e-18,0.112039999727284,0.101885154122396,0.908250441903444,0.000910175915465196
6.03142441371537,-0.283455548653061,-1.5962953617965,1.49354506473302e-18,0.116986459796122,0.0814883497333649,0.908680690797338,0.000941621964174205
6.02666125002287,-0.291614843184502,-1.61387990575848,2.29480187309618e-18,0.113109206292987,0.0956118574792494,0.914064436739683,0.00144848261054328
6.00137060962769,-0.288186997509078,-1.61045268422923,2.74410409094588e-18,0.113856578364025,0.093348150033687,0.911739211628573,0.00120107658409784
6.02932979518877,-0.283597077620942,-1.60375507220811,1.28632661937701e-18,0.115328698401945,0.0809114329880588,0.908679821943975,0.00094155731645676
6.02940001807212,-0.288183872888406,-1.57371885225852,2.47181515650216e-18,0.122121456424242,0.0932173181929509,0.9120170125884,0.00122812798625703
6.06440560826094,-0.281227078710164,-1.6365762276789,3.46819807441112e-19,0.108259935920022,0.0906190125442988,0.905329457307372,0.00072398460706405
5.97586093837629,-0.284995039418443,-1.60457679475026,2.72841970804403e-18,0.115147258852241,0.0793517597457721,0.912259429845876,0.00125226000197666
6.03858749914276,-0.292427598792353,-1.6344389889425,1.80992020708601e-18,0.108709217718769,0.0901462547388026,0.906534705045282,0.000795397103059599
6.02465379964123,-0.283913024804718,-1.58254674139913,2.3219754424887e-18,0.120092326171958,0.0953890969106538,0.91354060922373,0.00138839486605654
6.16701100082002,-0.446026784658806,-2.06015671541005,1.68743889721536e-18,0.0448269722538508,0.143704695447975,0.933308253704349,0.00738832442625928
