Group.1,sigma,theta,alpha
AF,0.0710219034186203,0.029408766211676,0.0564150395464758
AFother,0.0710219034186203,0.029408766211676,0.0564150395464758
other,0.0710219034186203,0.029408766211676,0.0564150395464758
