intercept,iter_predictorother,t_value,X.Intercept.,iter_predictorother.1,r2,shapiro_w,shapiro_p
0.525019520734876,-0.0455458849891819,-0.902415768137709,7.84725371196808e-12,0.371437736979362,-0.050002198585366,0.959236144905302,0.088117724726885
0.530355733109992,-0.0396479733089388,-0.699659925972346,1.03083341052502e-10,0.487588322023194,-0.0413424087813081,0.951524981373293,0.0425817622440637
0.526791977650244,-0.0431826337844291,-0.770831732017012,1.10314640369715e-10,0.444664540768636,-0.0428090305341429,0.948584188712323,0.0323781005071997
0.526213109197578,-0.0425049138629863,-0.756201958322149,1.10858453491319e-10,0.453301887886543,-0.0404213323826355,0.948255884901022,0.031407731434691
0.530417286088825,-0.0440002973466358,-0.751664613942384,2.50498223622085e-10,0.456000446865948,-0.0400273515960401,0.952738295549109,0.0477087782836624
0.526762190225955,-0.0433775498906547,-0.777697513718038,1.00249902330018e-10,0.440644650736813,-0.0433544830623576,0.948665500150439,0.0326231932877104
0.531948524424813,-0.0459222790557181,-0.802404749507989,9.72537067806935e-11,0.426357730033082,-0.0342573390194423,0.954936236740488,0.0586686458834158
0.528301143081815,-0.0410495211237638,-0.729103071749489,9.63825229243268e-11,0.469556479862181,-0.0407636345054494,0.948424962558759,0.0319036574087442
0.531969600404749,-0.0452936500738382,-0.788895124252561,1.21943933996777e-10,0.434134828999237,-0.0370524299764508,0.95587977983419,0.0641330396902157
0.530119384658144,-0.0382257990215642,-0.675453975874053,8.86710128093123e-11,0.502697245581273,-0.0403218721900431,0.953104062809785,0.0493756208737302
0.527572788469948,-0.0420671909030017,-0.734652913687375,1.21030351107494e-10,0.466200698606516,-0.040696383277665,0.954962269999266,0.0588128566680002
0.528043036223798,-0.0416830371520641,-0.73496652717256,1.29102069365924e-10,0.466011479404299,-0.0414864312985948,0.948013007916088,0.0307092700865091
0.52745692134576,-0.0371137323526569,-0.653053105665335,1.00740769145808e-10,0.516904022045232,-0.0378125069454176,0.953219084181807,0.0499120387903316
0.532220213154842,-0.0357593082751666,-0.640854285842979,4.80769950696576e-11,0.524729966702972,-0.0410934886257139,0.952423417897414,0.0463201346352115
0.527304859138903,-0.0423737140486852,-0.753426898720066,1.10308245690178e-10,0.454951232043283,-0.0416950502489639,0.947843749981783,0.0302320492651415
