state,mean_no,intercept_no,angular_no
AF,0.611200173658697,0.560260163201098,0.0139904608313612
other,0.493692249509216,0.358576569689696,0.0283325282295916
AF,0.608392780415843,0.556031761904566,0.0252506351911586
other,0.467945995686688,0.379581900433364,0.0289720844841311
AF,0.608471617991657,0.604110789704466,0.00173424919050552
other,0.509336172880251,0.443408353868333,0.0175809244613834
AF,0.520092631330688,0.706468042667342,-0.0350904227290647
other,0.466130250256415,0.377831076406459,0.0124255092243748
AF,0.604243352046285,0.544207926016045,0.0200347458922362
other,0.509086999380144,0.400543076513349,0.0192905938997556
AF,0.609450731099109,0.610671593166803,-0.000420196571382975
other,0.470004160691106,0.404603694805218,0.0169856676328198
AF,0.597108816674676,0.54667375936484,0.0161368072518856
other,0.48849414709112,0.326387529009489,0.0369476720798073
AF,0.609426338227256,0.598455436340066,0.00213778879785636
other,0.491159430003873,0.37451838005186,0.0186580484237923
AF,0.59739070333034,0.556518513043185,0.0145571267285989
other,0.506863866362005,0.409359382305638,0.0246613260044216
AF,0.607114507060116,0.523932842935252,0.0272172058315255
other,0.481592323406039,0.377664235723561,0.022591148495566
AF,0.595323472548755,0.551784604345693,0.0145666397376745
other,0.477987263472204,0.389858437542747,0.0213747623846771
AF,0.605368656424002,0.605253694371156,3.7338938279935e-05
other,0.470639333134044,0.368805133560313,0.0257863297706682
AF,0.521699750956375,0.843850924167613,-0.0921846299068107
other,0.481125956558825,0.419016952203031,0.0121361641126045
AF,0.530876379424703,0.749214606230331,-0.0754543227173253
other,0.457933641616466,0.372673607339291,0.0224003466271771
AF,0.608072401052095,0.618443326288779,-0.00351248495002554
other,0.481973793720724,0.397666395779981,0.0207527798099937
AF,0.597755845091677,0.576474931442722,0.00597361946275609
other,0.473489199233404,0.350483848468252,0.0257286626470406
AF,0.597686700071313,0.542820770236575,0.0190786204643178
other,0.477026096994405,0.362289337633942,0.0293475249968907
AF,0.529094592582862,0.833962002786837,-0.0811884923316059
other,0.469339738099022,0.365515111025505,0.0215292265548052
AF,0.607403292871664,0.554623251674997,0.0194138043929779
other,0.518405082984198,0.415906937084427,0.028434079844423
AF,0.608053067331243,0.580545024335627,0.00769470317981281
other,0.469151661294157,0.376127673577822,0.0267731748131418
AF,0.603286322409553,0.582675207517579,0.00718041264292192
other,0.503134407878916,0.399527794187264,0.0246036782818395
AF,0.607490313485523,0.590360447966261,0.00654529798990881
other,0.480712093499761,0.377522045768362,0.0248869934435788
AF,0.599019183233912,0.558857156172429,0.0155492317891193
other,0.465138549103872,0.364416276487844,0.0225733093425326
AF,0.595983279872704,0.603254150033402,-0.00317032201495389
other,0.507800691426209,0.393700974199076,0.0360145328912399
AF,0.602722241813244,0.564567662972311,0.0102318759502132
other,0.475071037436449,0.39524058807152,0.0195978271781786
AF,0.602614305229704,0.620257523060912,-0.00467446590955906
other,0.482624412754031,0.358416024992727,0.0230978743518087
AF,0.603042345041536,0.579677168955258,0.00656434245711128
other,0.492756528942261,0.37221302620987,0.0258423203672136
AF,0.609659235956286,0.624744175707834,-0.00548879653992477
other,0.49368492440671,0.367534496858298,0.0332807011246658
AF,0.610051945833346,0.579618491989886,0.00958211518800772
other,0.481824798368256,0.366403165888105,0.0225163006686513
AF,0.585772934816519,0.531200791560771,0.0183376128029906
other,0.489696982060287,0.349495872926422,0.034490851555186
AF,0.520905377045646,0.753574930686969,-0.0800394864094795
other,0.454910919454627,0.391669085920372,0.0146678717072171
AF,0.597778711424408,0.559693534337441,0.0128823116872553
other,0.478471730313664,0.365906178590272,0.031068881948523
AF,0.608237230023349,0.506216642963372,0.0423852667025993
other,0.482136231131335,0.365121100813943,0.0299687199104594
AF,0.525941066172896,0.799742199411674,-0.0814138590568512
other,0.459387437420686,0.377801798990549,0.0178612043614245
AF,0.599612626364087,0.545197221592831,0.0168947302033035
other,0.492474498895112,0.365309642155373,0.0379867209098934
AF,0.59830432175852,0.50428919262854,0.0315637903997919
other,0.516070935604881,0.40926022580093,0.0245181831455248
AF,0.596298629644743,0.566903823716875,0.00875451095199758
other,0.477943561723724,0.373199637041843,0.0232623125167528
AF,0.610288869986132,0.545561290098612,0.0225147359997134
other,0.481999485472889,0.369054157726359,0.0282625156698997
AF,0.530798497948038,0.747379194555075,-0.0589947959742065
other,0.470415553115928,0.379743507218541,0.0202514927728778
AF,0.60813256510282,0.571249527889372,0.0175414338997985
other,0.481105250862214,0.386490578562679,0.028227770249761
AF,0.523830755540951,0.760331664730371,-0.0905947649263463
other,0.464955943059061,0.381495158235144,0.0226687811024422
AF,0.602775027817489,0.571629637635842,0.00775076260188146
other,0.49720265077979,0.413789909822125,0.017895123654027
AF,0.532128556574198,0.830593078432979,-0.0714630698784727
other,0.471206116238553,0.369785583959797,0.0188646894892044
AF,0.603605709141764,0.553734349826212,0.0188957537257172
other,0.494458913129635,0.372395048192836,0.027145796014069
AF,0.603539619553245,0.555127547079893,0.0117828288091634
other,0.479856734799591,0.351810715946479,0.0248459924215211
AF,0.597961952130221,0.550402857041187,0.0171050749366224
other,0.464797886032178,0.357336555037739,0.0284288839599826
AF,0.600519228210924,0.549487010372825,0.0179084678111661
other,0.482898868236813,0.358278815652531,0.0303880351330159
AF,0.60901898819399,0.640593584716173,-0.00746099330294013
other,0.482218202266687,0.369077479495722,0.0225618625518814
AF,0.602828640271653,0.559869874779544,0.0148901960832768
other,0.484448209269165,0.374256726149556,0.0270531557716697
AF,0.527350781543245,0.765430704564247,-0.0503619178109231
other,0.468308898155261,0.379563056582904,0.0138723935841897
AF,0.525967350207892,0.807631032012343,-0.107926693864026
other,0.471418266340844,0.376341965772144,0.0273607992636128
AF,0.596880681152292,0.528064370218279,0.0248177474228194
other,0.477049606089132,0.351640743191344,0.0351567755824777
AF,0.596159446303322,0.569664496267005,0.00499987008706678
other,0.518582835898468,0.348361119503222,0.0284073115078074
AF,0.599456776100013,0.491050779451137,0.0334187875293873
other,0.498016017897427,0.397113716258532,0.0235872253578603
AF,0.595579192288865,0.569214932471917,0.0103839381457578
other,0.478475509708569,0.351368170659873,0.0298805705094499
AF,0.606238030181609,0.490070860335253,0.0307984344769654
other,0.491208777713826,0.428363744335253,0.0116822352513799
AF,0.519907722094808,0.730686659797908,-0.0896591209275789
other,0.455821371469357,0.390243942620688,0.0167190006063088
AF,0.609133105921781,0.602345326616372,0.00279880814201434
other,0.495577476922017,0.362400837822943,0.0362202223520236
AF,0.529032974638543,0.84151856503254,-0.0940489923530756
other,0.43031649207837,0.342571928311427,0.0216860423778728
AF,0.602571046960114,0.533944178403791,0.0246646170970233
other,0.50898045924917,0.415367283268244,0.022342909786273
AF,0.605403969652167,0.554599710083048,0.0217898934383591
other,0.497764132937132,0.439158085960596,0.0170078835114432
AF,0.597828688404843,0.56192211195062,0.0117004974095402
other,0.487625638333502,0.309181058677944,0.0391164698366473
AF,0.608963442418711,0.58205724624303,0.0107474155540111
other,0.470683461136951,0.364686576244434,0.0273738108788926
AF,0.606435982567754,0.588220521981852,0.00584200039366037
other,0.482402856310553,0.386991602276954,0.0253650511584105
AF,0.51897610599733,0.789600154029615,-0.0744332763307156
other,0.483104140022902,0.420671100969437,0.0112930194598761
AF,0.597824556279451,0.610064181929349,-0.00377492873035142
other,0.466014928627342,0.370368627340373,0.0203989110258048
AF,0.592046685217282,0.536591987038803,0.0249666778870189
other,0.470089067776596,0.360705801645934,0.0347110779530823
AF,0.60684939947212,0.490117224960625,0.0367186141569648
other,0.480074287425552,0.384382961982948,0.0214252365619751
AF,0.599930829631234,0.460508187429665,0.052957564237226
other,0.481447145499181,0.347684694280807,0.0372986775908772
AF,0.526385188562424,0.755844999814689,-0.068857509501841
other,0.470139849285988,0.388298213621143,0.0192935382608204
AF,0.607609924398104,0.598806173381191,0.00297997014581497
other,0.491696151249151,0.393205416874145,0.0248019198892883
AF,0.60364826986821,0.530001302817126,0.0212658097280585
other,0.47015416816601,0.373129078727796,0.0200436932956079
AF,0.603410687556261,0.516228602337073,0.0335138624339166
other,0.470067071929395,0.384585512307365,0.018029882140711
AF,0.59671928973998,0.531467012575424,0.0209226667296253
other,0.470262972464791,0.366195131800352,0.0255481746917301
AF,0.608865708129763,0.569555979817498,0.0162721268147399
other,0.499905484265993,0.408929574239862,0.0271463662253833
AF,0.605182571868879,0.549592908436843,0.0144291523196854
other,0.468154468898776,0.356479749118295,0.020519076925025
AF,0.606009808135244,0.576021392529453,0.00749430506674772
other,0.468833779078182,0.38282009492742,0.0170290335181479
AF,0.607406648549785,0.610941429931624,-0.00104963879876513
other,0.479820450022628,0.364558854488066,0.0289218980649955
AF,0.608908311467318,0.603330458298508,0.00130867416405057
other,0.468162350340826,0.376459091645013,0.0185845881525722
AF,0.60807103406946,0.551922910544623,0.0206071719087963
other,0.479628850466358,0.385892936912639,0.0238645801972495
AF,0.607517980479306,0.565666731415077,0.0152543888973622
other,0.470979963440302,0.372771320941366,0.0248082898966737
AF,0.523351416518331,0.81811693839784,-0.0808956003899932
other,0.453203100686013,0.366818412933139,0.0179498441419543
AF,0.520292041187399,0.778351413782672,-0.0949512459055978
other,0.453990882970751,0.384617186775596,0.0174711149104754
AF,0.594677298561857,0.523309152949624,0.0193710127940624
other,0.466109654990229,0.3324248236588,0.030946196209878
AF,0.530212699305411,0.772979110489916,-0.078319188781429
other,0.470284331891847,0.37291857561421,0.0234210177264623
AF,0.602718499794974,0.531358973546734,0.0257123007386604
other,0.478124205571738,0.397195260878437,0.0204041762601978
AF,0.606754017226528,0.556747199505107,0.024585158578312
other,0.483204370196474,0.364726097922429,0.0373278285050337
AF,0.601714823599152,0.530802635854175,0.0247320822670488
other,0.470936749311405,0.35735987652093,0.0206095848068775
AF,0.519006932816544,0.757142241652426,-0.070527119967779
other,0.464231739335018,0.378977993935361,0.020662497006713
AF,0.608380463851363,0.542056037435815,0.0236531021200156
other,0.481089348966423,0.377725257038748,0.0281378489493831
AF,0.596389391773895,0.524933620006582,0.0326810101665867
other,0.477621559100927,0.368164703644083,0.0265678784143618
AF,0.608221319594711,0.562238118205101,0.0152032271626018
other,0.480561600257906,0.373223808022806,0.0256579952175311
AF,0.609084964021935,0.572375859072546,0.00992662782718705
other,0.473085639709372,0.396240050978093,0.0160178815731491
AF,0.608907084195844,0.574737114931766,0.0090900209899439
other,0.492655409627073,0.366532614025393,0.0243063693861022
AF,0.59778458729286,0.570667783919614,0.0083648597423379
other,0.463364329784435,0.357109392035461,0.0257368927345148
AF,0.606437739716692,0.595372098853559,0.003269732011395
other,0.464386593871543,0.347406336417076,0.0229738133569105
AF,0.522001263795245,0.854210409562185,-0.0952308256375294
other,0.465036730629598,0.373737032115063,0.0193063950908838
AF,0.586685353176972,0.544911840011606,0.0126457381629455
other,0.479049593030068,0.370593210308823,0.0257177456067234
AF,0.608319276725643,0.536532346325043,0.0203378895654169
other,0.489531377864806,0.358493591059291,0.0295095537253517
