state,mean_no,intercept_no,angular_no
AF,0.226663022175153,0.246264527036004,-0.00887775294396342
other,0.238105208889594,0.195244189992975,0.013151925875182
AF,0.21913183533937,0.288487816037172,-0.0190483300387403
other,0.241312104902492,0.20217333239136,0.00820704435284205
AF,0.219002440970319,0.296314412803939,-0.0372830103803159
other,0.207175081961988,0.223950219822324,-0.00550009265561193
AF,0.218147019941658,0.301553092379459,-0.0331695962515584
other,0.246143784202311,0.22750850221412,0.0049694573529234
AF,0.217812417059439,0.25166746679621,-0.00637416705485303
other,0.22615829824366,0.222080984983998,0.000573761806703747
AF,0.227638258379229,0.305923766951085,-0.026125079390485
other,0.245301781760772,0.195951426198825,0.0087706215402069
AF,0.219445064591798,0.274882820906108,-0.019080578998124
other,0.234953927422647,0.23230048843942,0.000689145437154886
AF,0.217099758544295,0.253270874084712,-0.0115730277845358
other,0.236481833679717,0.16782848256983,0.0156476122567101
AF,0.218859679242475,0.282664145412839,-0.0124329316253823
other,0.242171304143984,0.199867493740915,0.00676697049054443
AF,0.217914490508775,0.291899384041263,-0.0263506179528826
other,0.241565486855202,0.233784887494196,0.00196790844245312
AF,0.2185205095958,0.306493733492841,-0.0287850137125703
other,0.237453026747061,0.204964689729196,0.00706208362254244
AF,0.216100630664854,0.299249078181833,-0.0278186716769447
other,0.233653100666887,0.222561519933855,0.00269015160634044
AF,0.217657841291871,0.263215562676277,-0.0147968560479135
other,0.206404190508627,0.224851030944279,-0.00467108606628972
AF,0.218181286971573,0.311258818866732,-0.0266344453905447
other,0.203558954563989,0.235751083180144,-0.00629037544671693
AF,0.218534650798874,0.274697432758509,-0.0194089909801165
other,0.199087298630017,0.217427339766834,-0.00481847423713009
AF,0.219061504410474,0.301031086283925,-0.0277619321439086
other,0.236905745006575,0.218736504769915,0.00447246921570627
AF,0.217743874567028,0.256810478933694,-0.0109661188442427
other,0.204092895498111,0.205046857658224,-0.000199537422095273
AF,0.217422697297629,0.265151321431818,-0.0165967533564654
other,0.205292307424879,0.213771859173511,-0.00216891132617397
AF,0.22836489852224,0.312311447197118,-0.0223555995007638
other,0.231085660767162,0.165735571780909,0.0135510900527048
AF,0.218460742273291,0.309541923757425,-0.0335019109709594
other,0.253727515178114,0.20342182491678,0.0139553354937592
AF,0.218308965956563,0.256648095571967,-0.01072443512648
other,0.207389864955724,0.209811629461358,-0.000697006503992336
AF,0.226635398074905,0.283163689751113,-0.0196930861024258
other,0.209023101899233,0.211532145578924,-0.000595827826917734
AF,0.218071739052656,0.284866465334755,-0.025522172791089
other,0.239338056130175,0.213215326016831,0.00630018327689316
AF,0.218566518740255,0.263020349631602,-0.0172108573948641
other,0.202220427740962,0.201450718781372,0.000172502843683626
AF,0.216516301737562,0.322034447480525,-0.0460091423766928
other,0.209441622787665,0.204578485211131,0.00153500492780422
AF,0.22664395047732,0.274039317458274,-0.0127099690337477
other,0.233960933360484,0.193832499166493,0.0098512550602058
AF,0.217755775262867,0.295137613427369,-0.0205018590134484
other,0.205293719501375,0.19672760801896,0.00159295978532988
AF,0.226682448561441,0.271121907879343,-0.0124850687405218
other,0.240812303833495,0.223145560590062,0.00378742635142817
AF,0.219261367876445,0.285626515089856,-0.0241475800630356
other,0.240646424681578,0.183075388223481,0.0151882517961652
AF,0.220066446901724,0.306601643489775,-0.0272460111096392
other,0.237769373467748,0.217268287775798,0.00399932490604073
AF,0.215162994783288,0.270005076698744,-0.0184283189824985
other,0.241060870178367,0.176669046612601,0.0158410218128446
AF,0.218081821671174,0.294974240265225,-0.0264513753378236
other,0.195116934623455,0.205804129728368,-0.00247871381881979
AF,0.217442050488299,0.256355313260038,-0.0131624116818183
other,0.205797019663933,0.202345131019638,0.000952745481606802
AF,0.218188666185017,0.296754160314483,-0.0326406612455706
other,0.237139332084387,0.185631289808073,0.0131917136521407
AF,0.226218889950678,0.284345818505737,-0.0172838494596816
other,0.198430834569164,0.211461830403017,-0.00285282169876786
AF,0.226894649915055,0.299007645784261,-0.0223894247315374
other,0.241806987115873,0.196650504501351,0.0134891568812993
AF,0.217669542977652,0.301979582129729,-0.0283054911376581
other,0.245018415685322,0.196234812483709,0.0111981777856464
AF,0.217503321343874,0.254971255474871,-0.0111588911491181
other,0.234216381292876,0.203014445493791,0.00692955876811368
AF,0.219733465707905,0.276421525759314,-0.0197182825097318
other,0.23716674106718,0.216944197172781,0.00506032409754314
AF,0.218229067334376,0.260949728931339,-0.0116367559726192
other,0.230124222038737,0.20729919030819,0.00509794347923958
AF,0.218526081827566,0.264044568752831,-0.0216484213324834
other,0.209086506317677,0.209232657752904,-4.36034817327322e-05
AF,0.219077229459803,0.274488534124887,-0.0212260246169912
other,0.22620082684354,0.20518609817606,0.00570780978270639
AF,0.226462283920866,0.301755157450613,-0.0187371930465149
other,0.21436441376173,0.218980417489141,-0.000990303837772302
AF,0.21838809699898,0.303038255098974,-0.020268272174694
other,0.230133897174992,0.206177948037809,0.00445591767010266
AF,0.227090064952396,0.265161628504981,-0.0144249304353386
other,0.241337155604493,0.216801872050101,0.00545640434095466
AF,0.226708296992526,0.287237991087638,-0.014732090302193
other,0.209987421668031,0.211378884588654,-0.000269998844870677
AF,0.218417472661965,0.306208310804443,-0.0315747989393981
other,0.203628333866194,0.207855497788708,-0.00111829577691712
AF,0.227655991903093,0.297596065862487,-0.0245437023173484
other,0.209532510998811,0.199621226365773,0.00241682184685628
AF,0.218814391980174,0.334760417021541,-0.027397737789885
other,0.238069603469191,0.206379125917503,0.00631953006144447
AF,0.226597283088199,0.297168522102666,-0.0244611216064444
other,0.233960804757689,0.199096823303794,0.00855947024570902
AF,0.226980949820567,0.261870512453287,-0.00738031692665295
other,0.231196087138808,0.198222329440096,0.00515432539307527
AF,0.226191090060034,0.289061868830617,-0.0240905581077951
other,0.230467271989643,0.211389504163072,0.00549014815236179
AF,0.217326697733778,0.280733979676272,-0.0228670483299406
other,0.235604799961126,0.186330947843607,0.0138132961335571
AF,0.217257319225062,0.248827061555969,-0.00595753568587043
other,0.246469812742239,0.187120021149595,0.00990454128532561
AF,0.2182459544356,0.270270307721533,-0.016037773394101
other,0.204828587584656,0.213095969539472,-0.00193260805869056
AF,0.216575695935971,0.264112511006812,-0.0187230497184152
other,0.234189993962062,0.182601938409808,0.0121273920366156
AF,0.218193849307668,0.290393875121044,-0.0191417916713432
other,0.247499667387678,0.23381860563188,0.00254316647358773
AF,0.217004327352858,0.287942166859876,-0.0301748571276122
other,0.195226086717198,0.216209939367287,-0.00534984447147396
AF,0.218282936939551,0.280597754315924,-0.0256942971174885
other,0.242546418613186,0.186712186722538,0.0151853080811662
AF,0.217587578558134,0.334120114273114,-0.0350728734292167
other,0.195989047840025,0.205386193025127,-0.00232250158831971
AF,0.217538765095211,0.296787135162411,-0.028482003395893
other,0.215251291270808,0.228936712921433,-0.00326633658267638
AF,0.217299341041653,0.285318185092003,-0.0291732105974513
other,0.212550105695831,0.226630999988676,-0.00408637371439746
AF,0.217588791398536,0.256237371738824,-0.0125940052995712
other,0.238645032514302,0.148985634495819,0.0196540525071237
AF,0.219969449688691,0.300679717658655,-0.0322389230973058
other,0.205857895739522,0.196426137554846,0.00243576181568516
AF,0.217828649249002,0.234344318556079,-0.00529684913200516
other,0.237990289060601,0.197062041403179,0.0108807614591147
AF,0.216319480416672,0.303998954307132,-0.0241156340542281
other,0.202171942211127,0.22620655729694,-0.00434743174430905
AF,0.218176642212636,0.241879063976391,-0.00731026874957137
other,0.204257047781184,0.204731481831379,-0.000101184654788786
AF,0.217375799680301,0.290849376991094,-0.0330790933533107
other,0.197966760012783,0.199686747083582,-0.000545811140997348
AF,0.218677455634744,0.316423067431567,-0.0307463081204795
other,0.210331068401337,0.21733507999962,-0.00156819444899467
AF,0.219204983034442,0.273731728894716,-0.0207111528009035
other,0.229501348690791,0.190717117906261,0.0108146980446757
AF,0.226466182895968,0.266070807422775,-0.011884764459574
other,0.229781645535151,0.223550452353208,0.00146895602818491
AF,0.218205850163021,0.291391478725355,-0.024772507514067
other,0.240312502509319,0.221207873643291,0.00481092437432422
AF,0.227122419387617,0.301553721697714,-0.0214922891751974
other,0.205234918667021,0.219659156028367,-0.00297979616785601
AF,0.227309296863447,0.30891931542023,-0.0313718916938617
other,0.207416169918165,0.224091129881689,-0.00351710432253179
AF,0.217309603047568,0.271140347326427,-0.0172604355172759
other,0.203523882908336,0.211626499372662,-0.00198915495477781
AF,0.219260935413161,0.26364012706066,-0.0183706137240953
other,0.210020817830681,0.219870518590167,-0.002939059185565
AF,0.228524053522054,0.305043426362644,-0.0198617803734959
other,0.206542966902289,0.211237821709053,-0.000862631105062841
AF,0.21783207401101,0.325625608060923,-0.0269383230848956
other,0.210160074216703,0.210679115271299,-0.000102760015493796
AF,0.217777564593956,0.242976161141962,-0.00748261964575886
other,0.238731549396977,0.209719146860615,0.00727990745647504
AF,0.219210321686562,0.296158241344373,-0.0180534968178628
other,0.20669335025789,0.211177668104935,-0.000908792135827949
AF,0.217695819430744,0.290080065616354,-0.0265660633160016
other,0.20961072185257,0.221190114173678,-0.00294804121713841
AF,0.21819708423823,0.289211626302195,-0.0258841364650614
other,0.206508254849252,0.212348491588723,-0.00147529058961955
AF,0.219279465291383,0.342857326566129,-0.0339147713714574
other,0.196497320869695,0.197308341906365,-0.000168521778370191
AF,0.217122687429601,0.298901345378613,-0.0300899183883726
other,0.194803697469402,0.224431284884595,-0.00746143009008547
AF,0.216524690401123,0.300985963095857,-0.0229247990113398
other,0.202475791746186,0.197190194876946,0.00122354283708007
AF,0.218184339736584,0.320323792823309,-0.0329513422771303
other,0.229988251874236,0.197944023049724,0.00770813559122005
AF,0.226964839822908,0.288599876751402,-0.0222083678082568
other,0.242563878629696,0.208972658425098,0.00846917231464265
AF,0.217961559228972,0.258881501326154,-0.0201177221689843
other,0.233895465306248,0.205593541380231,0.00891681945048347
AF,0.22650714907286,0.278759551489337,-0.018224098794735
other,0.205860986598868,0.213126184307362,-0.0013183380087262
AF,0.216794716683596,0.297974970196009,-0.0240426734971522
other,0.225563684597049,0.21002751043899,0.00376541993001931
AF,0.218901351389382,0.28356168719592,-0.0230596419539938
other,0.237195693730051,0.190679694817348,0.0126626193557731
AF,0.216697408475081,0.282421082023178,-0.0300593778541114
other,0.235594272056111,0.198392587655491,0.0090297663297556
AF,0.21890480034064,0.302918367327283,-0.0277770425946678
other,0.2371939023967,0.178705880217708,0.0139809601269283
AF,0.218466513806528,0.2855096120473,-0.0181293410867751
other,0.235839257134581,0.213873126932489,0.00457867364941226
AF,0.21907293139287,0.293222840602129,-0.0197256317647084
other,0.24262264937857,0.214550222374478,0.00541011461941253
AF,0.218329493351869,0.285728456958598,-0.0207909047976301
other,0.236844855858229,0.206044014232742,0.00746052817724782
AF,0.218582935446819,0.26205518748725,-0.0128454027979168
other,0.237016621543864,0.195241671706985,0.00820420403776527
AF,0.218438641493708,0.331971781031849,-0.0325453249954262
other,0.226165935124636,0.209772387807397,0.00346660839627339
AF,0.216024663050031,0.291612961030345,-0.022882198599333
other,0.209628010240955,0.209999663163242,-8.81282877922378e-05
AF,0.218207062624755,0.299778944494553,-0.0231100552127428
other,0.239174434600108,0.215818690626341,0.00525968576233937
AF,0.59739070333034,0.556518513043185,0.0145571267285989
other,0.506863866362005,0.409359382305638,0.0246613260044216
AF,0.602711192854369,0.57111306072986,0.0143111670498515
other,0.483425471515419,0.396177173435052,0.0267721855109542
