theta_1,se_1,theta_2,se_2,alpha_1,sigma_sq_1,alpha_2,sigma_sq_2
0.245900364827707,0.0153025760558143,0.209649193385278,0.0226385319434552,2.45854995326495,0.00409348069060025,2.11946983756017,0.0760304416692748
0.234667680896947,0.0171377629842183,0.202434860323181,0.0293403243774182,0.627824733330571,0.000620873041877833,0.353168679366594,0.0125314819867581
0.237175575969151,0.0191053348746348,0.21317720443522,0.0195265576963208,6.98878365018911,0.0586472833199868,6.98878365018911,0.1956677734896
0.236193967710382,0.0178663250374743,0.204641836342425,0.0269921747978475,0.921743789533762,0.00171825411702905,0.61517996002298,0.020915358911588
0.24095985696139,0.0182092481096387,0.206467094598695,0.0265407963403194,0.447254687627672,0.00070493390452487,0.261255029110249,0.00866339743328765
0.232299668345291,0.0241368727043017,0.205351937765595,0.0237299730170186,0.485478656002565,0.00403759114704501,0.485478656002565,0.0144044043751756
0.236580220237532,0.0165504634707767,0.208832649886876,0.028830459706943,0.880984103712387,0.000701376478703534,0.514891631028048,0.0188174973854495
0.238793069216947,0.0202401364769235,0.201283750383,0.0291047059149226,0.596989531101074,0.000900008343266272,0.328002789514949,0.0113135051013061
0.236496067485786,0.0182886631410916,0.203324981256469,0.0286025834446748,0.438216731095473,0.000957968785682942,0.270154224284294,0.00900606458156021
0.241592281595416,0.0165035452782189,0.209383363236574,0.0246533746666943,1.13670925776847,0.00241358980550575,0.83774887527684,0.0285794864775007
0.207500196428995,0.0603915591481471,2.37403780780618e-11,6.90947995025754e-12,1.49334777878475e-10,4.34628989578301e-11,NA,0.00141627930359964
0.229764580346262,0.0422250567789593,0.21233316612703,0.0300306868320724,0.271278400326229,0.00275470807990029,0.271278400326229,0.00876306654256215
0.236135676456981,0.0181135886365496,0.208649034923393,0.031249516724339,0.702640428463746,0.00112091674158704,0.384719004376383,0.0141357268333381
0.20710759428273,0.0616362864625252,1.15048820436341e-11,3.42391213521099e-12,1.996730037289e-10,5.94237140327479e-11,NA,0.00113646434217783
0.238756384502279,0.019277907688903,0.212088594282369,0.0186864430460925,8.24939322153183,0.0709384289563366,8.24939322153183,0.21449939218486
0.240028625904786,0.0160545893013071,0.208462333366572,0.0261676610700052,1.06781490241928,0.00281718495548227,0.713293659100743,0.0247387223504632
0.243475901638253,0.0629938106645546,0.206032960111975,0.0298293969669587,0.241870119446887,0.00249334726134392,0.241870119446887,0.00780811176469119
