model,llik,aicc,delta_aicc
OUM,-58.6060844869765,126.081734191344,0
OUMVA,549.618095634022,-1085.32710035895,0
OU1,-64.4422750722712,135.395188442415,0.283494030775984
OUM,-60.0265123860975,128.922589989586,0
OUMVA,194.101737342561,-374.294383776031,0
OUM,-60.0022703363056,128.874105890003,0.580407231765008
OU1,-61.4636906231528,129.438019544178,0.378100718588996
OUM,-59.608829451722,128.087224120835,0
OUMA,-57.7132178319439,126.759768997221,0
OUM,-61.6823488257513,132.234262868894,1.100119593876
OUM,-58.9646987922539,126.798962801899,0.971833901613991
OU1,-60.8742267763053,128.259091850483,0.490197921722
OUM,-61.2526278197468,131.374820856885,0
OU1,-62.4086350838604,131.327908465593,0
OUM,-61.5249149539993,131.91939512539,0
OUM,-61.4216287112267,131.712822639845,1.00312383955699
OUM,-59.3719225115383,127.613410240468,0
OUM,-58.5657396991031,126.001044615598,0
OUMVA,130.893466342239,-247.877841775387,0
OUMVA,268203155.833059,-536406297.757027,0
OUM,-59.7489049381566,128.367375093705,0
OUM,-59.0769362279152,127.023437673222,0
OU1,-61.2322501900015,128.975138677875,0.776654848209006
OUM,-59.9854463327778,128.840457882947,0
OU1,-62.4027328186826,131.316103935238,1.031406821421
OUM,-57.8672321055391,124.60402942847,0
OUMVA,670.186682322556,-1326.46427373602,0
OUMVA,867.371831269188,-1720.83457162929,0
OUM,-60.1413145036913,129.152194224774,0
OUM,-61.8316543013174,132.532873820026,0
OUM,-60.4136338043471,129.696832826086,0
OU1,-60.0005269586152,126.511692215103,0
OUMVA,728.778023521427,-1443.64695613376,0
OU1,-60.9331208965969,128.376880091066,0.24821558664101
OUM,-60.4679661435767,129.805497504545,1.597338269104
OU1,-58.2909450832983,123.092528464469,1.839228125614
OU1,-59.6469207358216,125.804479769516,0.573318193548005
OUMVA,1502.86388238255,-2991.81867385601,0
OU1,-59.8970010524822,126.304640402837,0.914083951024992
OUM,-59.6689325941424,128.207430405676,0.0417818849000184
OUMVA,569.023029578922,-1124.13696824875,0
OU1,-61.4081338569093,129.326906011691,0.185746336137981
OUM,-60.8175169025393,130.50459902247,0
OUM,-60.2117096778882,129.292984573168,0
OUMVA,238.627082237824,-463.345073566557,0
OUM,-58.1252851509517,125.120135519295,0
OUM,-56.184116920667,121.237799058725,0
OU1,-62.2924244370588,131.09548717199,1.934769272898
OUMVA,738.526662647122,-1463.14423438515,0
OUM,-57.6172307789195,124.10402677523,0
OU1,-59.507221896643,125.525082091158,1.559203032806
OUMVA,923.868143220473,-1833.82719553185,0
OUM,-58.5206400791513,125.910845375694,0
OUM,-61.6753009120666,132.220167041525,1.21505697534499
OUM,-57.1453500675738,123.160265352539,0
OUMVA,1113.69796992514,-2213.48684894119,0
OUMVA,371.063348310258,-728.217605711425,0
OUMVA,542.512808865953,-1071.11652682282,0
OUMVA,1082.07164263626,-2150.23419436342,0
OUM,-58.7302775409425,126.330120299276,0
OUMVA,440.949145882823,-867.989200856556,0
OU1,-59.5648953189871,125.640428935847,0.762697331214
OUMVA,364.73244130766,-715.555791706228,0
OUM,-61.2131356897642,131.29583659692,0
OUM,-60.7639398642253,130.397444945842,1.08658841325501
OU1,-62.4683644782817,131.447367254436,0
OUM,-59.4222919138018,127.714149044995,0
OUM,-59.4374378275727,127.744440872537,0
OU1,-58.294394731733,123.099427761338,0.736627689274002
OU1,-58.881174043687,124.272986385246,0.210364384786999
OUM,-58.6183570070012,126.106279231394,0
OUMVA,1125.04904113022,-2236.18899135135,0
OUMVA,91.8624957665972,-169.815900624103,0
OUMVA,239.377481541611,-464.845872174131,0
OUM,-59.2466711722927,127.362907561977,0
OU1,-61.2325189689467,128.975676235766,0.235144605416991
OUM,-58.926077495801,126.721720208993,0.368887016173005
OUM,-61.3154651944618,131.500495606315,0.992276113417006
OUM,-61.9188698771793,132.70730497175,0
OU1,-61.5587437851123,129.628125868097,1.41475203619098
OU1,-59.7877363492264,126.086110996325,0.376270607934998
OU1,-61.6201051561517,129.750848610176,1.89955568168301
OUMA,-59.0345338031743,129.402400939682,0
OUMVA,100.737537080344,-187.565983251597,0
OUM,-60.1051010243117,129.079767266015,0
OU1,-60.3255778032538,127.16179390438,0.675934747306002
OUMVA,84.6956515625516,-155.482212216012,0
OUMVA,187.12503121666,-360.340971524228,0
OUMVA,693.231093297647,-1372.5530956862,0
OU1,-62.6078671368563,131.726372571585,1.88793764307798
OU1,-60.6818589951468,127.874356288166,1.71741284524499
OUMVA,786.226491947606,-1558.54389298612,0
OUM,-58.4276865879999,125.724938393391,0
OUM,-57.056096153824,122.981757525039,0
OUMVA,395.318755236819,-776.728419564547,0
OU1,-59.8313875315615,126.173413360995,0.855675536510006
OUMVA,212.484689146261,-411.060287383431,0
OUM,-60.1534834124365,129.176532042264,0.329570064878993
OUM,-62.1907446760335,133.251054569458,0.676639675773004
OUM,-58.5423148033129,125.954194824017,0
