species,threshold,accuracy,sensitivity,specificity,tss
octopetala,0.95,0.526374690850355,1,0.525430476759232,0.525430476759232
penduliflora,0.05,0.99986487947249,0.545454545454545,1,0.545454545454545
penduliflora,0.25,0.999540590206464,0.545454545454545,0.999675614305409,0.545130159759954
penduliflora,0.5,0.99897308399092,0.818181818181818,0.999026842916227,0.817208661098045
penduliflora,0.75,0.996676035023241,0.909090909090909,0.99670207877166,0.905792987862569
penduliflora,0.95,0.994216841422549,0.909090909090909,0.994242153921012,0.903333063011921
pepericarpa,0.05,0.968797797491588,0.136752136752136,0.978844169246646,0.115596305998783
pepericarpa,0.25,0.901804833282349,0.615384615384615,0.905263157894737,0.520647773279352
pepericarpa,0.5,0.830427245844805,0.854700854700855,0.830134158926729,0.684835013627583
pepericarpa,0.75,0.75344141939431,0.948717948717949,0.751083591331269,0.699801540049218
pepericarpa,0.95,0.676455592943816,0.965811965811966,0.67296181630547,0.638773782117435
petroniana,0.05,0.989477863807822,0.166666666666667,0.990459153249851,0.157125819916518
petroniana,0.25,0.958209251538615,0.333333333333333,0.958954482210296,0.292287815543629
petroniana,0.5,0.912050823903117,0.666666666666667,0.912343470483005,0.579010137149672
petroniana,0.75,0.847131228906095,0.75,0.847247068177301,0.597247068177301
petroniana,0.95,0.762457812189796,0.916666666666667,0.762273901808785,0.678940568475452
polyandra,0.05,0.979270728288312,0.245454545454546,0.981603679264147,0.227058224718693
polyandra,0.25,0.908711465611985,0.590909090909091,0.909718056388722,0.500627147297813
polyandra,0.5,0.814929564705349,0.748484848484848,0.815136972605479,0.563621821090327
polyandra,0.75,0.725632952131654,0.812121212121212,0.725354929014197,0.537476141135409
polyandra,0.95,0.599960425591768,0.842424242424242,0.599180163967207,0.441604406391449
pterocaulon,0.05,0.981008559048155,0.273809523809524,0.982561036372695,0.256370560182219
pterocaulon,0.25,0.928410385883194,0.726190476190476,0.928849028400598,0.655039504591074
pterocaulon,0.5,0.803529818462479,0.821428571428571,0.803487792725461,0.624916364154032
pterocaulon,0.75,0.621571243980325,0.904761904761905,0.620926756352766,0.52568866111467
pterocaulon,0.95,0.395360392775702,0.952380952380952,0.39412057797708,0.346501530358032
punctata,0.05,0.942244851867705,0.224579124579125,0.952085914911194,0.176665039490318
punctata,0.25,0.794747179449254,0.548484848484849,0.798120611317638,0.346605459802486
punctata,0.5,0.621682309209902,0.812289562289562,0.619062370921107,0.431351933210669
punctata,0.75,0.371707272039564,0.917676767676768,0.364209004543577,0.281885772220345
punctata,0.95,0.161046512786073,0.985185185185185,0.14973151590252,0.134916701087705
racemifera,0.05,0.986021516567432,0.16025641025641,0.989176187612748,0.149432597869158
racemifera,0.25,0.952474113360194,0.55982905982906,0.953998797354179,0.513827857183239
racemifera,0.5,0.888077446292172,0.79059829059829,0.888454600120265,0.679052890718555
racemifera,0.75,0.810801595346628,0.841880341880342,0.810683503708158,0.6525638455885
racemifera,0.95,0.709164432448062,0.897435897435897,0.708458608939667,0.605894506375565
robusta,0.05,0.995835576021815,0.222222222222222,0.99642750818696,0.218649730409183
robusta,0.25,0.98135944592659,0.555555555555556,0.981641361516324,0.53719691707188
robusta,0.5,0.958256848880054,0.722222222222222,0.958420164731567,0.680642386953789
robusta,0.75,0.932179153360245,0.722222222222222,0.932321127319639,0.654543349541861
robusta,0.95,0.882898385989977,0.722222222222222,0.883000893122953,0.605223115345176
rondoniensis,0.05,0.985225336429822,0.388888888888889,0.985904308119913,0.374793197008802
rondoniensis,0.25,0.971045586356619,0.833333333333333,0.971213023625174,0.804546356958507
rondoniensis,0.5,0.914623438075514,0.916666666666667,0.914631725233274,0.831298391899941
rondoniensis,0.75,0.836584280277386,0.916666666666667,0.836509827278142,0.753176493944808
rondoniensis,0.95,0.702915444877121,0.916666666666667,0.702700019853087,0.619366686519754
rufescens,0.05,0.903434343434343,0.270833333333333,0.909628722970216,0.180462056303549
rufescens,0.25,0.721313131313132,0.65625,0.721950224398205,0.378200224398205
rufescens,0.5,0.546767676767677,0.791666666666667,0.54436964504284,0.336036311709506
rufescens,0.75,0.388787878787879,0.895833333333333,0.383822929416565,0.279656262749898
rufescens,0.95,0.254343434343434,0.979166666666667,0.247246022031824,0.22641268869849
ruficalyx,0.05,0.940404647435897,0.157894736842105,0.944897753601289,0.102792490443395
ruficalyx,0.25,0.771334134615384,0.578947368421053,0.772438803263826,0.351386171684878
ruficalyx,0.5,0.584535256410256,0.807017543859649,0.583257781807193,0.390275325666842
ruficalyx,0.75,0.421073717948718,0.947368421052632,0.418051777979248,0.36542019903188
ruficalyx,0.95,0.238782051282051,0.982456140350877,0.23451193714113,0.216968077492007
ruschiana,0.05,0.998810232004759,0.222222222222222,0.999503820581522,0.221726042803745
ruschiana,0.25,0.997223874677771,0.333333333333333,0.997816810558698,0.331150143892031
ruschiana,0.5,0.994150307356732,0.666666666666667,0.99444279051305,0.661109457179716
ruschiana,0.75,0.989589530041642,0.777777777777778,0.989778703979359,0.767556481757137
ruschiana,0.95,0.982153480071386,1,0.982137540934802,0.982137540934802
sclerophylla,0.05,0.975260416666667,0.291666666666667,0.978562801932367,0.270229468599034
sclerophylla,0.25,0.913561698717949,625,0.914955716586152,0.539955716586152
sclerophylla,0.5,0.830128205128205,0.791666666666667,0.830314009661836,0.621980676328502
sclerophylla,0.75,0.731570512820513,875,0.730877616747182,0.605877616747182
sclerophylla,0.95,0.621694711538462,0.895833333333333,0.62037037037037,0.516203703703704
secundiflora,0.05,0.9987124692133,0,0.99940529289325,-0.000594707106749951
secundiflora,0.25,0.995741083591796,0,0.996431757359501,-0.00356824264049956
secundiflora,0.5,0.992670580171673,0,0.993359103974626,-0.00664089602537417
secundiflora,0.75,0.987916427921672,0.444444444444444,0.988304093567252,0.432748538011696
secundiflora,0.95,0.980289831273137,0.833333333333333,0.980374665477252,0.813707998810586
serialis,0.05,0.964245646744614,0.223684210526316,0.968570565125416,0.192254775651731
serialis,0.25,0.900751024408654,0.533333333333333,0.902891105066989,0.436224438400322
serialis,0.5,0.783675719541173,0.741228070175439,0.783922635237232,0.52515070541267
serialis,0.75,0.613921114275481,0.864035087719298,0.612471038581646,0.476506126300944
serialis,0.95,0.419124970634902,0.983333333333333,0.415835599879117,0.399168933212451
setosociliata,0.05,0.991160850926242,0,0.992442322991249,-0.00755767700875099
setosociliata,0.25,0.954613010438757,0.15,0.955648369132856,0.105648369132856
setosociliata,0.5,0.913198531191354,0.75,0.913385043754972,0.663385043754972
setosociliata,0.75,0.871784111118567,0.916666666666667,0.871718377088305,0.788385043754972
setosociliata,0.95,0.813585610106267,1,0.813345266507558,0.813345266507558
shepherdii,0.05,0.980426897201583,0.611111111111111,0.980989350054743,0.592100461165854
shepherdii,0.25,0.940486183871621,0.666666666666667,0.940877873992236,0.607544540658903
shepherdii,0.5,0.888920762805627,0.666666666666667,0.889220662884443,0.55588732955111
shepherdii,0.75,0.82761857111838,0.733333333333333,0.827709764108689,0.561043097442023
shepherdii,0.95,0.756181540321838,0.733333333333333,0.756146113267642,0.489479446600975
stenostachya,0.05,0.895725452097198,0.182787994586418,0.935292060160896,0.118080054747314
stenostachya,0.25,0.755550554808372,0.506262771010801,0.769383234231083,0.275646005241884
stenostachya,0.5,0.621894054594834,0.70160284478412,0.617465314212429,0.319068158996549
stenostachya,0.75,0.447589643518479,0.863346867287637,0.424507403521044,0.287854270808681
stenostachya,0.95,0.263230216169195,0.966364142982247,0.224204267226303,0.190568410208549
suberosa,0.05,0.999306999306999,0.666666666666667,0.999405822935235,0.666072489601901
suberosa,0.25,0.998811998811999,0.666666666666667,0.998910675381264,0.66557734204793
suberosa,0.5,0.997920997920998,0.666666666666667,0.998019409784116,0.664686076450782
suberosa,0.75,0.997425997425997,0.666666666666667,0.997524262230145,0.664190928896811
suberosa,0.95,0.996930996930997,0.666666666666667,0.997029114676173,0.66369578134284
tiliifolia,0.05,0.973028824227623,0.251851851851852,0.975049900199601,0.226901752051453
tiliifolia,0.25,0.916700581891973,0.5,0.917864271457086,0.417864271457086
tiliifolia,0.5,0.839769798365592,0.714814814814815,0.840119760479042,0.554934575293857
tiliifolia,0.75,0.749901700812153,0.825925925925926,0.749700598802395,0.575626524728321
tiliifolia,0.95,0.653266691326883,0.92962962962963,0.65249500998004,0.582124639609669
valtheri,0.05,0.953161625862989,0.235209235209235,0.957814871016692,0.193024106225927
valtheri,0.25,0.859384324565522,0.686147186147186,0.860495700556399,0.546642886703584
valtheri,0.5,0.778975332567458,0.873737373737374,0.778351036924633,0.652088410662007
valtheri,0.75,0.689118993078145,0.936507936507937,0.687506322711178,0.624014259219115
valtheri,0.95,0.568001482293395,0.952380952380952,0.565503287809813,0.517884240190765
willdenowii,0.05,0.982818206467099,0.15,0.983890214797136,0.133890214797136
willdenowii,0.25,0.929089519240567,0.6,0.929494828957836,0.529494828957836
willdenowii,0.5,0.868309229737043,0.683333333333333,0.868536197295147,0.551869530628481
willdenowii,0.75,0.80256330234122,0.75,0.802605409705648,0.552605409705648
willdenowii,0.95,0.712384826965731,0.833333333333333,0.712211614956245,0.545544948289578
