species,threshold,accuracy,sensitivity,specificity,tss
cyathanthera,0.05,0.975733972438586,0,0.978665865384615,-0.0213341346153846
cyathanthera,0.25,0.930497303774715,0.7,0.931189903846154,0.631189903846154
cyathanthera,0.5,0.876572798082684,0.9,0.876502403846154,0.776502403846154
cyathanthera,0.75,0.811563810665069,1,0.810997596153846,0.810997596153846
cyathanthera,0.95,0.726183343319353,1,0.725360576923077,0.725360576923077
dichrophylla,0.05,0.975164572112508,0.454545454545455,0.976883818673071,0.431429273218526
dichrophylla,0.25,0.914123279473369,0.818181818181818,0.914440108075653,0.732621926257471
dichrophylla,0.5,0.790245362058647,0.909090909090909,0.789852897027919,0.698943806118829
dichrophylla,0.75,0.596648713345302,0.909090909090909,0.595616931852297,0.504707840943206
dichrophylla,0.95,0.364153201675643,1,0.362053437406184,0.362053437406184
dichrophylla,0.05,0.973975471133712,0.333333333333333,0.976283398378865,0.309616731712199
dichrophylla,0.25,0.946754412204607,0.416666666666667,0.948664064845392,0.365330731512058
dichrophylla,0.5,0.900089739754711,0.583333333333333,0.901230861603122,0.484564194936456
dichrophylla,0.75,0.800179479509423,0.666666666666667,0.800660462323627,0.467327128990293
dichrophylla,0.95,0.626084355369429,0.75,0.625637946562594,0.375637946562594
dichrophylla,0.05,0.976660682226212,0.363636363636364,0.978685079555689,0.342321443192053
dichrophylla,0.25,0.939856373429084,0.545454545454545,0.941158811167818,0.486613356622363
dichrophylla,0.5,0.850388988629563,0.727272727272727,0.850795556889823,0.57806828416255
dichrophylla,0.75,0.696888090963495,0.818181818181818,0.696487541278895,0.514669359460713
dichrophylla,0.95,0.47277079593058,0.818181818181818,0.471630141098769,0.289811959280587
discolor,0.05,0.97270245677889,0.393939393939394,0.978553921568627,0.372493315508021
discolor,0.25,0.9202305125872,0.636363636363636,0.923100490196078,0.559464126559715
discolor,0.5,0.832878374279648,0.818181818181818,0.833026960784314,0.651208778966132
discolor,0.75,0.7300576281468,0.939393939393939,0.727941176470588,0.667335115864528
discolor,0.95,0.614801334546557,0.96969696969697,0.611213235294118,0.580910204991087
discolor,0.05,0.970276008492569,0.242424242424242,0.977634803921569,0.220059046345811
discolor,0.25,0.921443736730361,0.484848484848485,0.925857843137255,0.41070632798574
discolor,0.5,0.849560206248104,0.757575757575758,0.850490196078431,0.608065953654189
discolor,0.75,0.746739460115256,0.909090909090909,0.745098039215686,0.654188948306595
discolor,0.95,0.636032757051865,1,0.632352941176471,0.632352941176471
discolor,0.05,0.967849560206248,0.121212121212121,0.97640931372549,0.0976214349376114
discolor,0.25,0.895662723688201,0.636363636363636,0.89828431372549,0.534647950089127
discolor,0.5,0.807097361237489,0.787878787878788,0.807291666666667,0.595170454545454
discolor,0.75,0.720655141037307,0.96969696969697,0.718137254901961,0.687834224598931
discolor,0.95,0.607521989687595,1,0.603553921568627,0.603553921568627
dispar,0.05,0.953001819284415,0.484848484848485,0.957733537519142,0.442582022367627
dispar,0.25,0.872953305033354,0.757575757575758,0.874119448698315,0.631695206274073
dispar,0.5,0.789266221952699,0.787878787878788,0.789280245022971,0.577159032901759
dispar,0.75,0.59824135839903,0.878787878787879,0.595405819295559,0.474193698083438
dispar,0.95,0.400848999393572,0.939393939393939,0.395405819295559,0.334799758689498
dispar,0.05,0.956627236882014,0.40625,0.962021439509954,0.368271439509954
dispar,0.25,0.89141643918714,0.59375,0.894333843797856,0.488083843797856
dispar,0.5,0.817409766454352,0.8125,0.817457886676876,0.629957886676876
dispar,0.75,0.680618744313012,875,0.678713629402756,0.553713629402756
dispar,0.95,0.479830148619958,0.96875,0.475038284839204,0.443788284839204
dispar,0.05,0.953305033353548,0.454545454545455,0.958346094946401,0.412891549491856
dispar,0.25,0.890539721043056,0.575757575757576,0.893721286370597,0.469478862128173
dispar,0.5,0.799272286234081,0.787878787878788,0.799387442572741,0.587266230451529
dispar,0.75,0.582474226804124,0.939393939393939,0.578866768759571,0.518260708153511
dispar,0.95,0.352334748332323,0.96969696969697,0.346094946401225,0.315791916098195
dura,0.05,1,1,1,1
dura,0.25,1,1,1,1
dura,0.5,1,1,1,1
dura,0.75,1,1,1,1
dura,0.95,0.999702999703,1,0.999702911467617,0.999702911467617
dura,0.05,1,1,1,1
dura,0.25,1,1,1,1
dura,0.5,1,1,1,1
dura,0.75,1,1,1,1
dura,0.95,0.999702999703,1,0.999702911467617,0.999702911467617
dura,0.05,1,1,1,1
dura,0.25,1,1,1,1
dura,0.5,1,1,1,1
dura,0.75,1,1,1,1
dura,0.95,0.999702999703,1,0.999702911467617,0.999702911467617
dura,0.05,0.999702999703,0,1,0
dura,0.25,0.999702999703,0,1,0
dura,0.5,1,1,1,1
dura,0.75,1,1,1,1
dura,0.95,0.999702999703,1,0.999702911467617,0.999702911467617
dura,0.05,1,1,1,1
dura,0.25,1,1,1,1
dura,0.5,1,1,1,1
dura,0.75,1,1,1,1
dura,0.95,0.999702999703,1,0.999702911467617,0.999702911467617
dura,0.05,1,1,1,1
dura,0.25,1,1,1,1
dura,0.5,1,1,1,1
dura,0.75,1,1,1,1
dura,0.95,0.999702999703,1,0.999702911467617,0.999702911467617
dura,0.05,0.999702999703,0,1,0
dura,0.25,0.999702999703,0,1,0
dura,0.5,1,1,1,1
dura,0.75,1,1,1,1
dura,0.95,1,1,1,1
dura,0.05,1,1,1,1
dura,0.25,1,1,1,1
dura,0.5,1,1,1,1
dura,0.75,1,1,1,1
dura,0.95,0.999702999703,1,0.999702911467617,0.999702911467617
dura,0.05,1,1,1,1
dura,0.25,1,1,1,1
dura,0.5,1,1,1,1
dura,0.75,1,1,1,1
dura,0.95,0.999702999703,1,0.999702911467617,0.999702911467617
fallax,0.05,0.91830371063299,0.217391304347826,0.933715742511154,0.15110704685898
fallax,0.25,0.770190208917992,0.507246376811594,0.775971956660293,0.283218333471887
fallax,0.5,0.637979420018709,0.753623188405797,0.635436583811345,0.389059772217142
fallax,0.75,0.47458684128469,0.884057971014493,0.465583173996176,0.349641145010669
fallax,0.95,0.301527907701902,0.942028985507246,0.287444231994901,0.229473217502148
fallax,0.05,0.914900249376559,0.257142857142857,0.929572976418101,0.186715833560958
fallax,0.25,0.748441396508728,0.6,0.751752708731676,0.351752708731676
fallax,0.5,0.638092269326683,0.8,0.634480560866794,0.434480560866794
fallax,0.75,0.485972568578554,0.842857142857143,0.478011472275335,0.320868615132477
fallax,0.95,0.285847880299252,0.942857142857143,0.27119184193754,0.214048984794683
fallax,0.05,0.922980979108201,0.101449275362319,0.941045251752709,0.0424945271150275
fallax,0.25,0.776114748986592,0.405797101449275,0.784257488846399,0.190054590295674
fallax,0.5,0.654505768631119,0.710144927536232,0.653282345442957,0.363427272979189
fallax,0.75,0.490177736202058,0.840579710144927,0.482472912683238,0.323052622828165
fallax,0.95,0.302151543498597,0.927536231884058,0.288400254939452,0.21593648682351
fasciculata,0.05,0.97997572815534,0.212121212121212,0.987741342323016,0.199862554444228
fasciculata,0.25,0.932342233009709,0.606060606060606,0.935642047195832,0.541702653256438
fasciculata,0.5,0.880157766990291,0.848484848484849,0.880478087649402,0.728962936134251
fasciculata,0.75,0.797633495145631,0.96969696969697,0.79589334967821,0.76559031937518
fasciculata,0.95,0.676577669902913,1,0.673306772908366,0.673306772908366
fasciculata,0.05,0.979666160849772,0.21875,0.987128409439166,0.205878409439166
fasciculata,0.25,0.945675265553869,0.53125,0.949739503524364,0.480989503524364
fasciculata,0.5,0.864339908952959,0.75,0.865461231995097,0.615461231995097
fasciculata,0.75,0.789681335356601,0.90625,0.78853815507202,0.69478815507202
fasciculata,0.95,0.681942336874052,0.9375,0.679436101746859,0.616936101746859
fasciculata,0.05,0.977851941747573,0.242424242424242,0.985289610787619,0.227713853211861
fasciculata,0.25,0.939320388349515,0.515151515151515,0.943610174685872,0.458761689837387
fasciculata,0.5,0.870752427184466,0.787878787878788,0.871590560833589,0.659469348712377
fasciculata,0.75,0.773058252427185,0.939393939393939,0.771376034324242,0.710769973718181
fasciculata,0.95,0.645934466019418,0.96969696969697,0.642660128715906,0.612357098412875
ferruginata,0.05,0.948995363214838,0.224137931034483,0.962228517469311,0.186366448503793
ferruginata,0.25,0.846058732612056,0.448275862068966,0.853320742839156,0.301596604908122
ferruginata,0.5,0.737248840803709,0.620689655172414,0.739376770538244,0.360066425710657
ferruginata,0.75,0.638948995363215,0.862068965517241,0.634875668870003,0.496944634387244
ferruginata,0.95,0.510046367851623,0.948275862068966,0.502045955303746,0.450321817372711
ferruginata,0.05,0.94743351886209,0.210526315789474,0.960654705697199,0.171181021486672
ferruginata,0.25,0.829931972789116,0.596491228070175,0.834120239219389,0.430611467289565
ferruginata,0.5,0.712430426716141,0.824561403508772,0.710418633931382,0.534980037440154
ferruginata,0.75,0.608843537414966,0.912280701754386,0.603399433427762,0.515680135182148
ferruginata,0.95,0.489177489177489,0.982456140350877,0.480327352848599,0.462783493199476
ferruginata,0.05,0.933848531684699,0.224137931034483,0.946805162102613,0.170943093137095
ferruginata,0.25,0.816383307573416,0.603448275862069,0.820270695624803,0.423718971486872
ferruginata,0.5,0.713446676970634,0.827586206896552,0.711362920994649,0.538949127891201
ferruginata,0.75,0.603400309119011,0.948275862068966,0.597104186339314,0.545380048408279
ferruginata,0.95,0.493972179289026,0.96551724137931,0.485363550519358,0.450880791898668
flammea,0.05,0.911330049261084,0.196078431372549,0.922740068814514,0.118818500187063
flammea,0.25,0.708128078817734,0.490196078431373,0.711604629340006,0.201800707771379
flammea,0.5,0.519704433497537,0.92156862745098,0.513293712855802,0.434862340306783
flammea,0.75,0.408866995073892,0.980392156862745,0.399749765405067,0.380141922267812
flammea,0.95,0.295258620689655,0.980392156862745,0.284329058492337,0.264721215355082
flammea,0.05,0.912869458128079,0.352941176470588,0.921801689083516,0.274742865554104
flammea,0.25,0.693965517241379,0.725490196078431,0.693462621207382,0.418952817285813
flammea,0.5,0.514778325123153,0.882352941176471,0.508914607444479,0.39126754862095
flammea,0.75,0.390086206896552,0.980392156862745,0.380669377541445,0.36106153440419
flammea,0.95,0.274322660098522,1,0.262746324679387,0.262746324679387
flammea,0.05,0.933805418719212,0.176470588235294,0.945886768845793,0.122357357081087
flammea,0.25,0.766933497536946,0.411764705882353,0.772599311854864,0.184364017737217
flammea,0.5,0.612684729064039,0.725490196078431,0.610885204879575,0.336375400958006
flammea,0.75,0.468288177339901,0.901960784313726,0.461370034407257,0.363330818720982
flammea,0.95,0.328509852216749,0.980392156862745,0.318110728808258,0.298502885671003
formosa,0.05,0.980030257186082,0.185185185185185,0.986577181208054,0.171762366393239
formosa,0.25,0.953706505295008,0.481481481481481,0.957596095179988,0.439077576661469
formosa,0.5,0.887443267776097,0.740740740740741,0.888651616839536,0.629392357580277
formosa,0.75,0.786384266263238,0.888888888888889,0.785539963392312,0.674428852281201
formosa,0.95,0.663237518910741,0.925925925925926,0.661073825503356,0.586999751429282
formosa,0.05,0.976694915254237,0.230769230769231,0.98261134838316,0.213380579152391
formosa,0.25,0.947941888619855,0.653846153846154,0.950274557657108,0.604120711503262
formosa,0.5,0.897397094430993,0.769230769230769,0.898413666870043,0.667644436100812
formosa,0.75,0.814467312348668,0.923076923076923,0.813605857230018,0.736682780306941
formosa,0.95,0.701876513317191,0.846153846153846,0.700732153752288,0.546885999906134
formosa,0.05,0.97428139183056,0.296296296296296,0.979865771812081,0.276162068108377
formosa,0.25,0.941301059001513,0.703703703703704,0.943258084197682,0.646961787901385
formosa,0.5,0.878366111951589,0.777777777777778,0.879194630872483,0.656972408650261
formosa,0.75,0.77125567322239,0.888888888888889,0.770286760219646,0.659175649108535
formosa,0.95,0.635098335854765,0.925925925925926,0.632702867602196,0.558628793528122
heliotropoides,0.05,0.967208182912154,0.333333333333333,0.971238268240993,0.304571601574326
heliotropoides,0.25,0.878158844765343,0.761904761904762,0.878897971541023,0.640802733445785
heliotropoides,0.5,0.743983152827918,0.904761904761905,0.742960944595822,0.647722849357727
heliotropoides,0.75,0.65222623345367,0.904761904761905,0.650620647895852,0.555382552657757
heliotropoides,0.95,0.553249097472924,0.857142857142857,0.551316984559491,0.408459841702349
heliotropoides,0.05,0.967198314775805,0.35,0.970935513169846,0.320935513169846
heliotropoides,0.25,0.892867890460427,0.55,0.894943990311838,0.444943990311838
heliotropoides,0.5,0.755943424616311,0.85,0.755373902512867,0.605373902512867
heliotropoides,0.75,0.642491724345471,0.95,0.640629730547987,0.590629730547987
heliotropoides,0.95,0.543484802888956,1,0.540720557069331,0.540720557069331
heliotropoides,0.05,0.967208182912154,0.238095238095238,0.971843778383288,0.209939016478526
heliotropoides,0.25,0.897111913357401,0.571428571428571,0.899182561307902,0.470611132736473
heliotropoides,0.5,0.764139590854392,0.761904761904762,0.764153799576143,0.526058561480905
heliotropoides,0.75,0.665764139590854,0.952380952380952,0.66394187102634,0.616322823407292
heliotropoides,0.95,0.569494584837545,1,0.566757493188011,0.566757493188011
hyemalis,0.05,0.980757483200977,0.0930232558139535,0.992571959145775,0.0855952149597288
hyemalis,0.25,0.960904092852779,0.488372093023256,0.967192819560508,0.455564912583763
hyemalis,0.5,0.936774587660354,0.744186046511628,0.939337666357165,0.683523712868793
hyemalis,0.75,0.876298106291998,0.930232558139535,0.875580315691736,0.805812873831271
hyemalis,0.95,0.801771533292608,0.976744186046512,0.799442896935933,0.776187082982445
hyemalis,0.05,0.981362664222426,0.357142857142857,0.989476942123182,0.346619799266039
hyemalis,0.25,0.951726245035136,0.69047619047619,0.955122253172392,0.645598443648583
hyemalis,0.5,0.915979223953559,0.833333333333333,0.917053543794491,0.750386877127824
hyemalis,0.75,0.857011915673694,0.904761904761905,0.856391210151656,0.761153114913561
hyemalis,0.95,0.755881454323251,0.928571428571429,0.753636645001547,0.682208073572976
hyemalis,0.05,0.982895540623091,0.116279069767442,0.994428969359331,0.110708039126773
hyemalis,0.25,0.970372632864997,0.511627906976744,0.976477870628289,0.488105777605033
hyemalis,0.5,0.939523518631643,0.767441860465116,0.94181367997524,0.709255540440356
hyemalis,0.75,0.867440439828955,0.906976744186046,0.866914268028474,0.773891012214521
hyemalis,0.95,0.751679902260232,0.976744186046512,0.748684617765398,0.725428803811909
hypoleuca,0.05,0.97737003058104,0.145833333333333,0.98975791433892,0.135591247672253
hypoleuca,0.25,0.932110091743119,0.416666666666667,0.939788950962135,0.356455617628802
hypoleuca,0.5,0.874923547400612,0.8125,0.875853507138423,0.688353507138423
hypoleuca,0.75,0.765443425076453,0.916666666666667,0.763190564866543,0.679857231533209
hypoleuca,0.95,0.56085626911315,0.958333333333333,0.554934823091248,0.513268156424581
hypoleuca,0.05,0.967584097859327,375,0.9764121663563,0.3514121663563
hypoleuca,0.25,0.90519877675841,0.729166666666667,0.907821229050279,0.636987895716946
hypoleuca,0.5,0.833639143730887,0.958333333333333,0.831781502172564,0.790114835505897
hypoleuca,0.75,0.738837920489297,0.958333333333333,0.735567970204842,0.693901303538175
hypoleuca,0.95,0.605810397553517,1,0.599937926753569,0.599937926753569
hypoleuca,0.05,0.973394495412844,0.270833333333333,0.983860955927995,0.254694289261328
hypoleuca,0.25,0.920795107033639,0.75,0.923339540657976,0.673339540657976
hypoleuca,0.5,0.862691131498471,0.854166666666667,0.862818125387958,0.716984792054624
hypoleuca,0.75,0.77737003058104,0.958333333333333,0.774674115456238,0.733007448789572
hypoleuca,0.95,0.607339449541284,0.958333333333333,0.602110490378647,0.56044382371198
kollmannii,0.05,1,1,1,1
kollmannii,0.25,0.999405822935235,1,0.999405646359584,0.999405646359584
kollmannii,0.5,0.997623291740939,1,0.997622585438336,0.997622585438336
kollmannii,0.75,0.996137849079026,1,0.996136701337296,0.996136701337296
kollmannii,0.95,0.99435531788473,1,0.994353640416048,0.994353640416048
kollmannii,0.05,1,1,1,1
kollmannii,0.25,0.999405822935235,1,0.999405646359584,0.999405646359584
kollmannii,0.5,0.997623291740939,1,0.997622585438336,0.997622585438336
kollmannii,0.75,0.995840760546643,1,0.995839524517088,0.995839524517088
kollmannii,0.95,0.994652406417112,1,0.994650817236256,0.994650817236256
kollmannii,0.05,0.999702911467617,1,0.999702823179792,0.999702823179792
kollmannii,0.25,0.999405822935235,1,0.999405646359584,0.999405646359584
kollmannii,0.5,0.997326203208556,1,0.997325408618128,0.997325408618128
kollmannii,0.75,0.996434937611408,1,0.996433878157504,0.996433878157504
kollmannii,0.95,0.99435531788473,1,0.994353640416048,0.994353640416048
kollmannii,0.05,1,1,1,1
kollmannii,0.25,0.999405822935235,1,0.999405646359584,0.999405646359584
kollmannii,0.5,0.997623291740939,1,0.997622585438336,0.997622585438336
kollmannii,0.75,0.996137849079026,1,0.996136701337296,0.996136701337296
kollmannii,0.95,0.994652406417112,1,0.994650817236256,0.994650817236256
kriegeriana,0.05,0.999405646359584,0,0.999702734839477,-0.000297265160523197
kriegeriana,0.25,0.99851411589896,0,0.998810939357907,-0.00118906064209279
kriegeriana,0.5,0.997919762258544,1,0.997919143876338,0.997919143876338
kriegeriana,0.75,0.995839524517088,1,0.995838287752675,0.995838287752675
kriegeriana,0.95,0.987518573551263,1,0.987514863258026,0.987514863258026
kriegeriana,0.05,0.999405646359584,0,0.999702734839477,-0.000297265160523197
kriegeriana,0.25,0.998811292719168,1,0.998810939357907,0.998810939357907
kriegeriana,0.5,0.997919762258544,1,0.997919143876338,0.997919143876338
kriegeriana,0.75,0.993759286775632,1,0.993757431629013,0.993757431629013
kriegeriana,0.95,0.983655274888559,1,0.983650416171225,0.983650416171225
kriegeriana,0.05,0.999108469539376,0,0.999405469678954,-0.000594530321046394
kriegeriana,0.25,0.99851411589896,1,0.998513674197384,0.998513674197384
kriegeriana,0.5,0.997919762258544,1,0.997919143876338,0.997919143876338
kriegeriana,0.75,0.993759286775632,1,0.993757431629013,0.993757431629013
kriegeriana,0.95,0.984249628528975,1,0.984244946492271,0.984244946492271
kriegeriana,0.05,0.999405646359584,0,0.999702734839477,-0.000297265160523197
kriegeriana,0.25,0.998811292719168,0,0.99910820451843,-0.000891795481569591
kriegeriana,0.5,0.997622585438336,1,0.997621878715815,0.997621878715815
kriegeriana,0.75,0.99554234769688,1,0.995541022592152,0.995541022592152
kriegeriana,0.95,0.987221396731055,1,0.987217598097503,0.987217598097503
kriegeriana,0.05,0.999702823179792,1,0.999702734839477,0.999702734839477
kriegeriana,0.25,0.998811292719168,1,0.998810939357907,0.998810939357907
kriegeriana,0.5,0.997325408618128,1,0.997324613555291,0.997324613555291
kriegeriana,0.75,0.993462109955424,1,0.99346016646849,0.99346016646849
kriegeriana,0.95,0.983655274888559,1,0.983650416171225,0.983650416171225
kriegeriana,0.05,0.999702823179792,1,0.999702734839477,0.999702734839477
kriegeriana,0.25,0.998811292719168,1,0.998810939357907,0.998810939357907
kriegeriana,0.5,0.997325408618128,1,0.997324613555291,0.997324613555291
kriegeriana,0.75,0.993164933135215,1,0.993162901307967,0.993162901307967
kriegeriana,0.95,0.983952451708767,1,0.983947681331748,0.983947681331748
kriegeriana,0.05,0.999405646359584,0,0.999702734839477,-0.000297265160523197
kriegeriana,0.25,0.99851411589896,0,0.998810939357907,-0.00118906064209279
kriegeriana,0.5,0.997325408618128,0,0.997621878715815,-0.00237812128418546
kriegeriana,0.75,0.993759286775632,0,0.994054696789536,-0.00594530321046371
kriegeriana,0.95,0.984843982169391,1,0.984839476813318,0.984839476813318
kriegeriana,0.05,0.999405646359584,0,0.999702734839477,-0.000297265160523197
kriegeriana,0.25,0.999108469539376,0,0.999405469678954,-0.000594530321046394
kriegeriana,0.5,0.998216939078752,0,0.998513674197384,-0.00148632580261598
kriegeriana,0.75,0.998216939078752,0,0.998513674197384,-0.00148632580261598
kriegeriana,0.95,0.993462109955424,0,0.993757431629013,-0.00624256837098691
kriegeriana,0.05,0.999702823179792,1,0.999702734839477,0.999702734839477
kriegeriana,0.25,0.998811292719168,1,0.998810939357907,0.998810939357907
kriegeriana,0.5,0.996731054977712,1,0.996730083234245,0.996730083234245
kriegeriana,0.75,0.994353640416048,1,0.994351961950059,0.994351961950059
kriegeriana,0.95,0.983655274888559,1,0.983650416171225,0.983650416171225
kriegeriana,0.05,0.999702823179792,1,0.999702734839477,0.999702734839477
kriegeriana,0.25,0.998811292719168,1,0.998810939357907,0.998810939357907
kriegeriana,0.5,0.99702823179792,1,0.997027348394768,0.997027348394768
kriegeriana,0.75,0.99405646359584,1,0.994054696789536,0.994054696789536
kriegeriana,0.95,0.984249628528975,1,0.984244946492271,0.984244946492271
kriegeriana,0.05,0.999702823179792,1,0.999702734839477,0.999702734839477
kriegeriana,0.25,0.998811292719168,1,0.998810939357907,0.998810939357907
kriegeriana,0.5,0.997622585438336,1,0.997621878715815,0.997621878715815
kriegeriana,0.75,0.994353640416048,1,0.994351961950059,0.994351961950059
kriegeriana,0.95,0.984249628528975,1,0.984244946492271,0.984244946492271
kriegeriana,0.05,0.999405646359584,0,0.999702734839477,-0.000297265160523197
kriegeriana,0.25,0.998811292719168,1,0.998810939357907,0.998810939357907
kriegeriana,0.5,0.996731054977712,1,0.996730083234245,0.996730083234245
kriegeriana,0.75,0.995245170876672,1,0.995243757431629,0.995243757431629
kriegeriana,0.95,0.984249628528975,1,0.984244946492271,0.984244946492271
kriegeriana,0.05,0.999702823179792,1,0.999702734839477,0.999702734839477
kriegeriana,0.25,0.998811292719168,1,0.998810939357907,0.998810939357907
kriegeriana,0.5,0.997325408618128,1,0.997324613555291,0.997324613555291
kriegeriana,0.75,0.99405646359584,1,0.994054696789536,0.994054696789536
kriegeriana,0.95,0.984843982169391,1,0.984839476813318,0.984839476813318
lepidota,0.05,0.844076120319214,0.38,0.851309226932668,0.231309226932668
lepidota,0.25,0.664518109269491,0.68,0.66427680798005,0.34427680798005
lepidota,0.5,0.42633517495396,0.78,0.420822942643392,0.200822942643392
lepidota,0.75,0.257519950890117,0.94,0.246882793017456,0.186882793017456
lepidota,0.95,0.0969920196439533,0.98,0.0832294264339152,0.0632294264339152
lepidota,0.05,0.912243019331083,0.254901960784314,0.922693266832918,0.177595227617231
lepidota,0.25,0.740104326480515,0.470588235294118,0.744389027431421,0.214977262725539
lepidota,0.5,0.538815587603559,0.686274509803922,0.536471321695761,0.222745831499682
lepidota,0.75,0.314513654495244,0.843137254901961,0.306109725685786,0.149246980587746
lepidota,0.95,0.127953359926358,0.941176470588235,0.11502493765586,0.0562014082440956
lepidota,0.05,0.866482504604052,0.12,0.878117206982544,-0.00188279301745642
lepidota,0.25,0.675874769797422,0.52,0.678304239401496,0.198304239401496
lepidota,0.5,0.478821362799263,0.82,0.473503740648379,0.293503740648379
lepidota,0.75,0.287292817679558,0.94,0.27711970074813,0.21711970074813
lepidota,0.95,0.0951503990178023,0.98,0.081359102244389,0.061359102244389
longispicata,0.05,0.973842453397474,0.263157894736842,0.977925612337466,0.241083507074308
longispicata,0.25,0.933854479855682,0.473684210526316,0.936498336861204,0.410182547387519
longispicata,0.5,0.854780517137703,0.526315789473684,0.856667674629574,0.382983464103258
longispicata,0.75,0.687312086590499,0.736842105263158,0.68702751738736,0.423869622650518
longispicata,0.95,0.453998797354179,0.947368421052632,0.451164197157545,0.398532618210176
longispicata,0.05,0.971145175834085,0.3,0.97520411248866,0.27520411248866
longispicata,0.25,0.941689209498046,0.6,0.943755669791352,0.543755669791352
longispicata,0.5,0.865945296062519,0.75,0.866646507408527,0.616646507408527
longispicata,0.75,0.657048391944695,1,0.654974296945872,0.654974296945872
longispicata,0.95,0.370003005710851,1,0.366192924100393,0.366192924100393
longispicata,0.05,0.96241731809982,0.263157894736842,0.966434835198065,0.229592729934907
longispicata,0.25,0.93325315694528,0.421052631578947,0.936195947989114,0.357248579568061
longispicata,0.5,0.853577871316897,0.684210526315789,0.854550952524947,0.538761478840737
longispicata,0.75,0.670174383644017,0.842105263157895,0.669186573934079,0.511291837091974
longispicata,0.95,0.400481058328322,1,0.397036589053523,0.397036589053523
lourteigiana,0.05,0.974045346062053,0,0.976375598086124,-0.0236244019138756
lourteigiana,0.25,0.925119331742243,0.5,0.926136363636364,0.426136363636364
lourteigiana,0.5,0.807577565632458,625,0.808014354066986,0.433014354066986
lourteigiana,0.75,0.68645584725537,625,0.686602870813397,0.311602870813397
lourteigiana,0.95,0.545047732696897,0.75,0.544557416267943,0.294557416267943
lourteigiana,0.05,0.976431980906921,375,0.977870813397129,0.352870813397129
lourteigiana,0.25,0.922732696897375,375,0.924043062200957,0.299043062200957
lourteigiana,0.5,0.831443914081146,625,0.831937799043062,0.456937799043062
lourteigiana,0.75,0.719272076372315,625,0.719497607655502,0.344497607655502
lourteigiana,0.95,0.556980906921241,625,0.556818181818182,0.181818181818182
lourteigiana,0.05,0.958233890214797,0.5,0.95933014354067,0.45933014354067
lourteigiana,0.25,0.797732696897375,1,0.797248803827751,0.797248803827751
lourteigiana,0.5,0.632458233890215,1,0.631578947368421,0.631578947368421
lourteigiana,0.75,0.482398568019093,875,0.481459330143541,0.356459330143541
lourteigiana,0.95,0.301014319809069,1,0.299342105263158,0.299342105263158
lymanii,0.05,0.980209895052474,0.230769230769231,0.98314268512944,0.213911915898671
lymanii,0.25,0.941529235382309,0.846153846153846,0.941902468392535,0.788056314546381
lymanii,0.5,0.886356821589205,1,0.885912101143889,0.885912101143889
lymanii,0.75,0.813193403298351,1,0.812462372065021,0.812462372065021
lymanii,0.95,0.722038980509745,1,0.720951234196267,0.720951234196267
lymanii,0.05,0.984107946026986,0.230769230769231,0.987055990367249,0.217825221136479
lymanii,0.25,0.954422788605697,0.615384615384615,0.95574954846478,0.571134163849396
lymanii,0.5,0.905247376311844,0.923076923076923,0.905177603853101,0.828254526930024
lymanii,0.75,0.83568215892054,1,0.835039133052378,0.835039133052378
lymanii,0.95,0.732533733133433,1,0.731487055990367,0.731487055990367
lymanii,0.05,0.983208395802099,0.153846153846154,0.986453943407586,0.14030009725374
lymanii,0.25,0.943328335832084,0.692307692307692,0.944310656231186,0.636618348538878
lymanii,0.5,0.904347826086957,0.846153846153846,0.904575556893438,0.750729403047284
lymanii,0.75,0.866566716641679,0.923076923076923,0.866345574954846,0.78942249803177
lymanii,0.95,0.809295352323838,0.923076923076923,0.808850090307044,0.731927013383967
macrothyrsa,0.05,0.948812827628739,0.259259259259259,0.960489181561618,0.219748440820877
macrothyrsa,0.25,0.874807277212458,0.592592592592593,0.879586077140169,0.472178669732762
macrothyrsa,0.5,0.781066913351835,0.722222222222222,0.782063342740671,0.504285564962893
macrothyrsa,0.75,0.654949121184089,0.851851851851852,0.651614926309188,0.50346677816104
macrothyrsa,0.95,0.5263644773358,0.944444444444444,0.51928504233302,0.463729486777464
macrothyrsa,0.05,0.935265104808878,0.309090909090909,0.946064597052368,0.255155506143277
macrothyrsa,0.25,0.851418002466091,0.709090909090909,0.85387268736281,0.562963596453719
macrothyrsa,0.5,0.738594327990136,0.872727272727273,0.736280965820006,0.609008238547279
macrothyrsa,0.75,0.576140567200986,0.945454545454545,0.569771088115397,0.515225633569942
macrothyrsa,0.95,0.445745992601726,0.981818181818182,0.436500470366886,0.418318652185068
macrothyrsa,0.05,0.949121184088807,0.222222222222222,0.96142991533396,0.183652137556183
macrothyrsa,0.25,0.888374961455442,0.518518518518518,0.894637817497648,0.413156336016167
macrothyrsa,0.5,0.787542399013259,0.62962962962963,0.790216368767639,0.419845998397268
macrothyrsa,0.75,0.663891458526056,0.703703703703704,0.663217309501411,0.366921013205115
macrothyrsa,0.95,0.508788159111933,0.888888888888889,0.502351834430856,0.391240723319745
macuxi,0.05,0.97974381888591,0.5,0.980602805132796,0.480602805132796
macuxi,0.25,0.941018766756032,1,0.940913160250671,0.940913160250671
macuxi,0.5,0.893952934167411,1,0.893763055804238,0.893763055804238
macuxi,0.75,0.826333035448317,1,0.82602208296031,0.82602208296031
