species,temp_diurnal_range,precip_seasonality,solar_radiation,soil_pH
albicans,104.235599707494,60.3033840094803,14338.9895758737,43.202576263638
albicans,105.055046089767,84.6711559580406,14780.293142434,55.3388228481696
albicans,120.799946277736,82.8766216628835,16647.3961175631,48.9601234176255
albicans,117.489674574183,67.2485301770052,14718.9047858689,49.6277391258929
albicans,136.015091494797,82.2275688643319,14111.4644041304,51.7345633249415
albicans,65.5031847876772,16.128795528245,16764.5787235728,51.0928470719494
albicans,127.319430421333,60.1507928389567,16114.5693550707,51.941267957409
albicans,86.9678956755079,48.3174664517421,17449.3202725813,61.6125312258142
albicans,77.9809689446679,56.6139831436294,18123.9528793941,60.618494144017
albicans,118.057868660979,67.2565849822853,15072.7396455624,48.1633808004708
albicans,131.517435813955,69.034533857134,13846.2492789313,49.4514051168191
albicans,81.997797722397,47.8506308626936,15727.3640510271,51.9843263599571
albicans,122.797512701299,68.8814926968796,16755.969730538,52.5252526525068
albicans,147.156761938657,75.1722036468175,15086.720645131,44.4110357272825
albicans,99.5872915188342,60.1245428418489,15990.0951474959,52.263799425959
albicans,145.065028365943,70.9692105316783,14469.1521280555,45.2628234888934
albicans,130.947803036901,77.379880407835,16834.7386191898,51.8635048250589
albicans,119.792881499019,61.80836402254,16402.0152116523,53.7412472566283
albicans,140.344753672855,67.0726095124258,14338.9099917738,45.1782691232687
albicans,134.633609058606,78.4730621569411,15274.657596517,57.921649632927
albicans,132.81301752873,96.0802364673113,16078.2707080133,55.10889682652
albicans,134.311717522279,86.5358789576583,15881.0232982579,55.3418466168463
albicans,64.3397010017136,20.5432175792022,16889.5053118087,53.0200613279085
albicans,82.9839678838424,49.4887889677566,17267.3028445831,59.9164917524502
albicans,73.0396177897369,66.6616924655394,18942.3743221439,58.0851756117941
albicans,118.894079255294,66.0675498083207,13962.9724775219,52.853655116944
albicans,109.065921950736,60.0573407710396,15299.2583783913,62.1953250360321
albicans,142.515764075418,67.5434349498129,15352.5500839062,45.3781886892487
albicans,127.773185678676,50.5294713748368,14397.1353799671,54.3289354612745
albicans,111.186840358387,50.0070846194076,15979.8908531028,53.8261906437237
albicans,110.396946840204,56.6947626937821,13881.5125252772,53.7977215596256
albicans,141.582832011734,86.5355802253258,15573.5514237117,51.6531339933309
albicans,135.218150453472,66.7241402703954,13783.4913368566,49.3796060375605
albicans,109.133378591992,71.3184404367395,14188.3999877806,52.0507030909397
albicans,85.6827299191048,43.3144886542601,17918.704020856,63.6663996823494
albicans,140.795627530336,69.9711710021715,15839.6586238044,54.9239411011615
albicans,127.696502345916,81.6436375203791,14843.9041405144,47.5448577524933
albicans,141.256424120606,71.0370083227902,14412.2161808188,52.5250486714842
albicans,97.472210413805,59.9064083529977,13968.2855331906,52.4728062612043
albicans,109.373105204202,69.5506000883703,15973.0870298047,47.1879452153972
albicans,132.122127351666,79.4515958223855,14675.3465351812,49.9707180610439
albicans,128.812801982134,77.8458905910217,14240.9341464827,45.7891194612792
albicans,120.975521910098,60.386742839581,16351.7394534433,51.1952747667639
albicans,109.951472389932,64.801617383934,16174.0575628025,50.5055282155017
albicans,127.130499462968,62.169102679474,15348.1438633751,53.8656488620591
albicans,91.4279034671222,46.4558183059451,13990.0308261106,50.9271823111981
albicans,132.20950442818,89.8564842269587,15081.5971538661,51.8512361473109
albicans,116.922436039018,57.7586351681428,15953.8399344918,58.3290663671467
albicans,123.301312429353,63.315665769275,15190.4827513531,51.8189777928005
albicans,117.032389233731,68.9819983422487,16521.7291299507,54.0251391367504
albicans,127.543868074383,62.2517762321968,14988.2242823333,50.5145567836586
albicans,108.85184654933,80.2734979880068,15287.5351159481,52.6391334744057
albicans,109.149342573753,52.6495598068722,13952.101593753,51.1601150914067
albicans,146.178741802936,81.0827362006421,15810.5068237386,54.2785883098672
albicans,113.98304661669,57.3473882085262,14380.4753153752,55.7235722722539
albicans,107.29372026517,67.4508414038772,14598.4146419881,47.7346981943803
albicans,104.67941040468,52.1078466339829,14741.3648859919,49.6188857134421
albicans,129.670795765436,72.9940675468027,16378.4574076715,53.3009282693607
albicans,120.528095631639,84.9882756077439,15686.6363861584,54.2263151042398
albicans,64.7606423940061,15.6409774746989,16741.2654824136,51.5153213062875
albicans,135.766230621444,78.006151090988,14743.2910334975,52.2539489438855
albicans,90.3608681439078,41.1271619443456,14780.4529186204,41.903533344952
albicans,131.625167962456,75.4332027008408,15944.8709399027,57.8386867627416
albicans,143.159762618502,67.4492689892283,14332.4231043232,53.0296033490086
albicans,111.507772864803,56.4719752229445,14730.9680529235,56.4558100395707
albicans,88.2154670549118,45.8056603519955,18400.2809588155,62.5238101033148
albicans,115.235613112282,95.7946889981564,15771.3867779562,52.1768072836668
albicans,84.0231585375511,56.4047754285156,18292.5565575747,60.8539590745077
albicans,94.5705719804944,50.6609651617688,14780.5188722705,53.7398276503528
albicans,130.670832997637,81.2349425103059,15036.1487036176,51.0127230128283
albicans,70.0840784013952,60.924994318839,18864.4664639047,60.149338117686
albicans,93.169137750142,66.6348296360141,18539.6569102068,64.5722815220223
albicans,104.931209969045,51.8972153546341,14248.8192725596,54.3380120160678
albicans,129.60890146148,90.5153251934883,15375.0210548197,54.3826928577159
albicans,111.378009051297,82.2224175713183,15264.6294977529,49.9899839297455
albicans,68.4350371459926,60.646776354297,19298.390043069,54.6593866576788
albicans,112.451603649815,54.538613968764,14886.5311516357,52.3468695235188
albicans,97.2465706550639,52.6874641143758,14641.8545615169,52.1283390175103
albicans,138.886802668464,80.2031285286,15622.3102316469,57.6350672168554
albicans,75.3047485324656,56.7022740923936,18482.5308013611,59.9714432890598
albicans,137.642759564469,74.0736206467419,14822.0578762947,54.8219921750495
albicans,113.895710102433,82.1361347480517,15010.1014147234,49.1590840133741
albicans,95.4333926595825,62.5344511682371,16408.7856502188,49.9854149338954
albicans,118.823134540342,63.0149767977558,15895.8552324503,54.5517949853552
