V1,V2
model,aicc
OU,45.6965043293068
OU,46.5521931807761
OU,46.4699626697606
OU,46.9925114509325
OU,44.5998573969468
OU,46.0946420396222
OU,41.8080592950053
OU,46.7391570294455
OU,38.2423091137617
OU,46.6400764898413
OU,46.0550390846784
OU,46.8581306721663
OU,45.1885154486558
OU,46.4632036779007
OU,45.5264306376617
OU,42.9154617570642
OU,46.2707247747627
OU,46.0953390304776
OU,46.5503005130329
OU,46.3388957480374
OU,46.1876444708499
OU,47.5775549399869
OU,45.2871345910369
OU,45.7445207460629
OU,46.8395540008314
OU,29.8366430800282
OU,46.7377276684158
OU,45.8754146602897
OU,44.6423039832093
OU,46.6550637599122
OU,46.5119053027473
OU,45.6093486684954
OU,46.3269137219433
OU,46.5309959621092
OU,46.6124278170709
OU,46.6114410662256
OU,46.6600884071601
OU,45.8638205207673
OU,46.2049010451926
OU,45.5716334826877
OU,46.2104096222266
OU,46.5553022502015
OU,46.1048747425787
OU,47.1032263553944
OU,46.8362884720975
OU,45.9514948116836
OU,46.7890271387504
OU,45.764274086271
OU,46.343596183422
OU,46.5168149205538
OU,47.3141331382648
